Compound,Type,Label,n,criterion,t_RP,p_Label,A1,A2,B1,B2,X1,X2,cnA1,cnA2,cnB1,cnB2,cnX,rA,rB,rX,nA,nB,nX,xA,xB,xX,iA,iB,iX,vA,vB,vX,Source,train,Substance,fold_1,fold_2,fold_3,fold_4,fold_5,rf_label,"cand_(((self.df[""vX""]/self.df[""rA""]))**2/(self.df[""iB""]-self.df[""iX""]))","cand_((self.df[""vX""]/self.df[""rA""])/np.sqrt((self.df[""iX""]-self.df[""iB""])))","cand_((self.df[""rB""])**-1+(np.exp(self.df[""rX""])/self.df[""rA""]))","cand_(np.sqrt((self.df[""rB""]/self.df[""rX""]))-(self.df[""rX""]/self.df[""rA""]))","cand_(((self.df[""iB""]/self.df[""rA""])*np.exp(self.df[""rX""]))/self.df[""vX""])","cand_(np.exp((self.df[""rB""]+self.df[""rX""]))/(self.df[""rA""]*self.df[""rB""]))","cand_(((self.df[""iB""]/self.df[""rA""])*np.log(self.df[""xX""]))/self.df[""xX""])","cand_((np.exp(self.df[""rX""])/self.df[""rA""])+(np.exp(-self.df[""xB""])/self.df[""rB""]))","cand_((np.exp(self.df[""rX""])/self.df[""rA""])*np.exp((self.df[""iB""]/self.df[""vX""])))","cand_((self.df[""nX""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_((np.exp(self.df[""rX""])/self.df[""rA""])+(np.exp(-self.df[""rB""])/self.df[""rB""]))","cand_((self.df[""nB""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_((np.log(self.df[""rA""])/self.df[""iB""])*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_(((self.df[""rA""])**2/self.df[""rX""])*np.log((self.df[""iB""]/self.df[""iX""])))","cand_((self.df[""xA""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_(((self.df[""iA""]-self.df[""iX""])+(self.df[""iB""]/self.df[""xX""]))/self.df[""rA""])","cand_((np.exp(-self.df[""rX""])-np.exp(-self.df[""rB""]))-(self.df[""rX""]/self.df[""rA""]))","cand_((self.df[""rA""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_((self.df[""rA""]/self.df[""rX""])+(np.log(self.df[""rB""])/np.exp(self.df[""nA""])))","cand_((self.df[""iB""]-self.df[""iX""])*((self.df[""rA""])**2*np.log(self.df[""iA""])))","cand_((self.df[""rB""]/(self.df[""rA""])**2)+(np.log(self.df[""rX""])/self.df[""rB""]))","cand_(np.exp((self.df[""rX""]/self.df[""rA""]))*(self.df[""iB""]/np.sqrt(self.df[""iX""])))","cand_((self.df[""iB""]-self.df[""iX""])*((self.df[""rA""])**2*np.sqrt(self.df[""nA""])))","cand_((self.df[""rA""]/(self.df[""iB""]*self.df[""vX""]))*np.exp(np.sqrt(self.df[""iX""])))","cand_((self.df[""iB""]/(self.df[""rA""]*self.df[""xX""]))-(self.df[""iX""]/self.df[""rX""]))","cand_((self.df[""iB""]-self.df[""iX""])*((self.df[""rA""])**2*np.sqrt(self.df[""iA""])))","cand_((self.df[""rX""]/self.df[""rA""])+(np.exp(-self.df[""rB""])/np.log(self.df[""iA""])))","cand_(np.exp((self.df[""rX""]/self.df[""rA""]))*(self.df[""rX""]/np.sqrt(self.df[""rB""])))","cand_(((self.df[""iB""]-self.df[""iX""]))**2*(self.df[""nA""]*np.log(self.df[""rA""])))","cand_(((self.df[""rX""]/self.df[""rA""])*np.sqrt(self.df[""rX""]))-np.sqrt(self.df[""rB""]))","cand_((self.df[""iB""]/np.log(self.df[""iX""]))*np.exp((self.df[""rX""]/self.df[""rA""])))","cand_(((self.df[""iB""]*self.df[""vX""])/self.df[""rA""])/np.exp(np.sqrt(self.df[""iX""])))","cand_((self.df[""nA""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_((self.df[""rX""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_(((self.df[""iX""]*self.df[""rA""]))**2*(np.sqrt(self.df[""nA""])/self.df[""iB""]))","cand_((np.exp(self.df[""rA""]))**2*((self.df[""iB""]/self.df[""nA""])-self.df[""iX""]))","cand_(np.sqrt((self.df[""iX""]-self.df[""iB""]))/np.exp((self.df[""rA""])**-1))","cand_((self.df[""iB""]+(self.df[""iB""]/self.df[""xX""]))/(self.df[""rA""]*self.df[""xX""]))","cand_(((self.df[""rX""]/self.df[""rA""]))**2+np.sqrt((self.df[""rX""]/self.df[""rB""])))","cand_((np.exp(self.df[""rX""])/self.df[""rA""])+(np.exp(-self.df[""xA""])/self.df[""rB""]))","cand_((np.log(self.df[""rA""])/self.df[""iX""])*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_((self.df[""rX""]/(self.df[""rA""])**2)/np.log((self.df[""iB""]/self.df[""iX""])))","cand_(((self.df[""iB""]/self.df[""nA""])-self.df[""iX""])/(self.df[""nX""]/self.df[""rA""]))","cand_((self.df[""iB""]/(self.df[""rA""]*self.df[""xX""]))/(np.exp(self.df[""xX""]))**2)"
Sc2MgSe4,Spinel,0,1,1.83,2.343211325,0,Sc,Sc,Mg,Mg,Se,Se,9,9,6,6,6,0.87,0.72,1.98,3.0,2.0,-2.0,0.1193833,0.121644,0.2240328,6.56149,7.646235,9.752392,3.0,2.0,6.0,Handbook,True,Sc2MgSe4,fold_test,,,,,train,-22.58256420756376,4.752111552516814,9.71388082585557,-1.67283937980999,10.60914078719207,23.754360991176306,-58.686414796009814,9.55480240560356,29.77397135381247,2.2885225532912545,9.001036736911086,-2.2885225532912545,-0.14965028888670404,-0.09300665577142325,-0.1366056872681679,35.56215870614512,-2.6245450876145964,-0.9955073106816958,0.42303868495248126,-2.9989436533749765,1.899994131322036,23.838910595734422,-2.7611491989733796,0.4306959440256474,34.30441164937048,-4.083480468721206,2.534605250593701,22.719212840726563,-1.8532566890448081,2.3538936572142086,32.68746141589188,2.321823583136532,-3.432783829936882,-2.265637327758342,16.30698944723357,-41.04165085470081,0.45978660126331794,214.33753457748128,6.837860552133705,9.557585783135368,-0.11733134564788077,-10.75191868480508,3.133586445,25.062498530554706
Ni2RhS4,Spinel,0,1,1.83,2.507333739,0,Ni,Ni,Rh,Rh,S,S,9,9,6,6,6,0.69,0.6,1.84,2.0,4.0,-2.0,0.1472068,0.1408379,0.23596,7.639877,7.4589,10.36001,10.0,9.0,6.0,Handbook,True,Ni2RhS4,,,fold_test,,,train,-26.063943362946816,5.1052858257835885,10.792084436270518,-2.0956264259465063,11.344263100283028,27.712658799021337,-66.15801454546919,10.573134611647355,31.633404965296556,13.502510044840733,10.040103829760563,-27.005020089681466,-0.9051274346646779,-0.08501108390882645,-0.9938306478344304,41.87062789640101,-3.0566608766537726,-4.658365965470053,0.3058672695231103,-2.80854409132394,2.2765153981961346,33.35134214854499,-1.9533378942884299,0.38537663137556477,40.182409418140146,-3.8177330779870022,2.936567634650213,34.186986165338425,-6.246069851330511,2.8426459884253266,45.915317238396995,2.5948641370147336,-13.502510044840733,-12.422309241253474,9.688549084421547,-26.35582373520158,0.39982487064712713,239.96800150674457,8.862301182652939,10.563943547404579,-0.6516649136844815,-11.763171977344626,2.2875432,28.578212062452653
Zn2PdO4,Spinel,0,1,1.83,1.975726325,0,Zn,Zn,Pd,Pd,O,O,9,9,6,6,6,0.9,0.615,1.4,2.0,4.0,-2.0,0.1551518,0.1440276,0.304575,9.394199,8.33686,13.618054,12.0,10.0,6.0,Handbook,True,Zn2PdO4,,,,,fold_test,train,-8.415605343118322,2.9009662774872655,6.131794001101129,-0.8927692292891527,6.260673036220127,13.551449649869845,-36.1566673947009,5.9136864399420315,18.0805573672682,41.42869900069147,5.384868627620343,-82.85739800138295,-2.4846704275165634,-0.2839106501646485,-3.213868610807742,25.720281862248854,-1.8495994869232655,-18.642914550311165,0.577066194099023,-9.58259353571928,1.3063685870986297,10.703213206237722,-6.049676306061968,0.7206931142048958,20.686272655899643,-13.111338140213775,1.7969031456284947,8.457844025043583,-5.877222405466067,1.0563387976741965,15.125122454752484,1.3875531488922985,-41.42869900069147,-29.000089300484028,25.48165386797873,-57.16689387125573,0.7565134195976547,130.2688397348727,3.9285349673514007,5.898111372688873,-1.5210946806603745,-3.5222348982684135,4.2523308,16.539229079968724
Mn2TiO4,Spinel,0,1,1.83,1.918362592,0,Mn,Mn,Ti,Ti,O,O,9,9,6,6,6,0.96,0.605,1.4,2.0,4.0,-2.0,0.1352844,0.1233637,0.304575,7.434018,6.82812,13.618054,7.0,4.0,6.0,Handbook,True,Mn2TiO4,,fold_test,,,,train,-5.75300142829076,2.3985415210687435,5.8770591941133405,-0.8009575981994167,4.807186110696434,12.785974340147769,-27.762483091405045,5.685227978152738,13.181864646465296,72.56965934448463,5.1267689902120335,-145.13931868896927,-5.31402928950316,-0.45444558967254334,-4.908771411311498,16.910918340105066,-1.7578107960314362,-34.83343648535262,0.6177046760668475,-12.553168055778361,1.2126194711140341,7.954076039184357,-8.849587277185412,0.9385998052899248,13.625441078200305,-17.06160263763304,1.7305448619622652,7.737425274831555,-3.764049459603737,0.947705810765519,11.24021093375611,1.0654167988998349,-72.56965934448463,-50.79876154113924,35.398627441712634,-69.60101929489201,0.9194808552386937,100.02543710669534,3.6479361593548845,5.66791450355787,-2.66446510435649,-2.200483452200654,4.897917120000001,12.69945768687747
Mn2TcO4,Spinel,0,1,1.83,1.924692173,0,Mn,Mn,Tc,Tc,O,O,9,9,6,6,6,0.96,0.645,1.4,2.0,4.0,-2.0,0.1352844,0.1344592,0.304575,7.434018,7.119381,13.618054,7.0,7.0,6.0,Handbook,True,Mn2TcO4,,,,,fold_test,train,-6.010842521234719,2.4517019641944082,5.7745542290290945,-0.7795739608644989,5.012241943603231,12.482491178795026,-28.946722470280303,5.579497709713769,13.837544231438796,54.232801499885824,5.037596929969548,-108.46560299977165,-3.8088143828716166,-0.4269480711720598,-3.668426005615577,17.90705024521875,-1.7363989114983198,-26.031744719945195,0.6263690924561339,-12.014687375245375,1.2215321740251364,8.293365937611577,-8.469975392896067,0.900200748140357,14.621572983313987,-16.329728153162407,1.7198712952555213,7.493665405437454,-3.448050240275893,0.9224043498602708,11.719674545522853,1.1108633291694205,-54.232801499885824,-37.962961049920075,33.950434175008596,-68.60767970252996,0.8995436808088827,104.29213260078934,3.6000122684078053,5.578379751841405,-1.9912096654883957,-2.342205217732441,4.82801448,13.241167080581391
Sc2MgS4,Spinel,0,1,1.83,2.283509438,0,Sc,Sc,Mg,Mg,S,S,9,9,6,6,6,0.87,0.72,1.84,3.0,2.0,-2.0,0.1193833,0.121644,0.23596,6.56149,7.646235,10.36001,3.0,2.0,6.0,Handbook,True,Sc2MgS4,,fold_test,,,,train,-17.5262966471833,4.186442003322547,8.626289188919529,-1.489399286564408,9.223143913850796,20.65104935431526,-53.78797051985449,8.467210768667519,25.884247196965006,4.20184803193139,7.913445099975045,-4.20184803193139,-0.27476581820539064,-0.12494602121405862,-0.25081524207523737,32.880773776190395,-2.4428773585886834,-1.8278038938901549,0.4564708325150636,-3.8641270868874815,1.7981451409254396,19.691346937966983,-3.557729868876814,0.47400473633072676,31.616448501327824,-5.261548502321475,2.373685710363816,17.974608692741278,-3.0768177144125692,2.0203194876222335,27.10938700700942,2.1096835608458377,-6.3027720478970855,-3.8657001893768794,18.402288723089875,-44.50345927049793,0.5219126928837842,195.09944304453336,6.071592407625577,8.469994146199326,-0.2027916976881002,-8.003456134763917,3.3979002750000005,23.23473638811952
Lu2MnSe4,Spinel,0,1,1.83,2.191359928,0,Lu,Lu,Mn,Mn,Se,Se,9,9,6,6,6,1.032,0.83,1.98,3.0,2.0,-2.0,0.22565,0.1352844,0.2240328,5.425871,7.434018,9.752392,17.0,7.0,6.0,Handbook,True,Lu2MnSe4,,fold_test,,,,train,-14.580069982217719,3.8183857822668625,8.222981084434997,-1.2711543293681997,8.695523533763032,19.39142409029922,-48.10088877196871,8.0705322437289,24.22788719038031,-0.6399988694838549,7.543522393256123,0.6399988694838549,0.043045286511537564,-0.1460083868486135,0.07220787244951592,27.961434552949182,-2.216584700173433,0.3302394166536691,0.5119353177637461,-4.1757291904292515,1.602333407381821,16.214645064932796,-4.276648133275638,0.525478872997,27.228349357976192,-5.751453651279768,2.1764421898447033,14.803539165182453,0.507902588266457,1.788672689890916,22.23321333430438,1.9030260803762304,0.9599983042257823,0.6335988807890163,23.60036461689711,-57.30336860269031,0.5777816735339204,175.6765334226961,5.225563852226493,7.979604399937637,0.032812404868664775,-6.848921637883954,3.7535831760000002,20.541865751318767
Mg2PtO4,Spinel,0,1,1.83,1.989814072,0,Mg,Mg,Pt,Pt,O,O,9,9,6,6,6,0.89,0.625,1.4,2.0,4.0,-2.0,0.121644,0.25691,0.304575,7.646235,8.95883,13.618054,2.0,10.0,6.0,Handbook,True,Mg2PtO4,,,,fold_test,,train,-9.754587237878466,3.1232334587536785,6.156404457128847,-0.9048806030841074,6.803342157109941,13.619974731931407,-39.29069256992933,5.793904969187924,20.280749783028593,24.601253594237786,5.412822742759232,-49.20250718847557,-1.3730171012418912,-0.23692660065340315,-1.4962974461087308,26.33975406170138,-1.8616981724425523,-10.947557849435816,0.5721062114280783,-7.507409542599011,1.3273973662470149,11.704520559314862,-5.219256028356997,0.6632069714113589,23.322481621894,-10.205103752777319,1.8361631496722366,8.537837530009805,-5.059518001223247,1.070669168404975,16.540108406943883,1.5078249220932012,-24.601253594237786,-17.22087751596645,23.188562106496114,-54.19081713133737,0.701754921709356,141.56041754596055,3.9710980007896164,5.973146116998532,-0.9032587767032568,-4.220716446537327,4.066694355,17.97283355876781
Mg2SnO4,Spinel,0,1,1.83,2.025485095,0,Mg,Mg,Sn,Sn,O,O,9,9,6,6,6,0.89,0.69,1.4,2.0,4.0,-2.0,0.121644,0.178052,0.304575,7.646235,7.343917,13.618054,2.0,4.0,6.0,Handbook,True,Mg2SnO4,,,fold_test,,,train,-7.243834007580175,2.6914371639665258,6.005679819447688,-0.8709958578477047,5.576976025264052,13.165470060747532,-32.208177307313306,5.769301418888664,15.495040158178677,123.68158508267167,5.283326296355015,-247.36317016534335,-8.42068238806836,-0.34938629187445414,-7.522561367898256,20.38224281237348,-1.8280128129896176,-55.0383053617889,0.5854962772944373,-10.109519522000559,1.3587430562084326,9.594671124734136,-7.02827924993254,0.8090448886730643,17.36497037256609,-13.74224957721265,1.8196037464392298,8.125747997277369,-9.174659597053985,1.0305761971552625,13.558598981295335,1.2360253602740463,-123.68158508267167,-86.57710955787016,28.28768160867567,-58.978918240595505,0.8143398183956221,116.0428266796979,3.8988596693038793,5.839684946141242,-4.541088803241332,-2.862161519374471,4.4260124974999995,14.73306200814229
Mg2TiO4,Spinel,0,1,1.83,1.983294481,0,Mg,Mg,Ti,Ti,O,O,9,9,6,6,6,0.89,0.605,1.4,2.0,4.0,-2.0,0.121644,0.1233637,0.304575,7.646235,6.82812,13.618054,2.0,4.0,6.0,Handbook,True,Mg2TiO4,,,fold_test,,,train,-6.6935565159863195,2.5871908541865096,6.209297019112318,-0.9156579727312518,5.185279400301772,13.791612771395346,-29.946049177245893,6.017465803151715,14.218640517535597,207.16330613417333,5.459006815211012,-414.32661226834665,-15.169864189130632,-0.3905884891271935,-12.60008660569269,18.479436636517825,-1.8725111705632713,-92.18767122970714,0.5677046760668476,-10.940623439701005,1.319944907673321,8.920793331436021,-7.6060743080062565,0.8701602361542011,15.462164196710438,-14.8720003469484,1.8414787169972315,8.677811408159466,-10.745164543249604,1.0834211241418676,12.606316339926268,1.149213625779597,-207.16330613417333,-145.0143142939213,30.42453645462303,-60.50821931616554,0.8471522105843556,107.8926063173343,3.9956350943238137,6.019980552035546,-7.606200788092532,-2.5602393000228796,4.54077733,13.698291437530752
Mn2ScO4,Spinel,0,1,1.83,1.973077869,0,Mn,Mn,Sc,Sc,O,O,9,9,6,6,6,0.96,0.745,1.4,2.5,3.0,-2.0,0.1352844,0.1193833,0.304575,7.434018,6.56149,13.618054,7.0,3.0,6.0,Handbook,True,Mn2ScO4,fold_test,,,,,train,-5.5356261205878665,2.3527911340762624,5.5664485113245,-0.728852108665517,4.619471185842303,11.943569962659527,-26.678391003588587,5.41539826869558,12.60890942352128,94.74384857034688,4.861393880371363,-142.11577285552033,-7.219690083376404,-0.48066620779772934,-6.408682353765118,15.999026085871025,-1.6864706693316391,-45.477047313766505,0.6615508376098075,-13.04611116814325,1.2600173221798534,7.643478789234484,-10.282666611340074,0.97674035965859,12.713548823966262,-17.73158486592452,1.6949826675173931,6.9726203445501005,-5.081837787672486,0.8623894449891178,10.801294007681673,1.0238135345912605,-118.42981071293362,-66.32069399924282,41.18509793713541,-74.98592045189216,0.9373603024833228,96.11956223985672,3.4975733118291545,5.396606178725762,-3.478611869594102,-2.0804458141164215,5.27685984,12.20355890316363
Yb2MgS4,Spinel,0,1,1.83,2.07606233,0,Yb,Yb,Mg,Mg,S,S,9,9,6,6,6,1.042,0.72,1.84,3.0,2.0,-2.0,0.22119,0.121644,0.23596,6.25416,7.646235,10.36001,16.0,2.0,6.0,Handbook,True,Yb2MgS4,,,,,fold_test,train,-12.217806017010176,3.4953978338681533,7.431631941697582,-1.140291690650273,7.700705571065445,17.242238904274732,-44.90934198874607,7.2725535214455705,21.611607544490937,-1.2413444445136197,6.718787852753097,1.2413444445136197,0.08117357395591554,-0.17923357349380523,0.13728648884098377,27.158294803537082,-2.093769762674548,0.6467404555915959,0.5499490933846288,-5.401697017629157,1.5100241577274782,13.888646413800734,-5.1035209583183585,0.5677160175363417,25.468209672518142,-7.368749093929096,2.0313486894632544,12.677801338138774,0.9089787511452533,1.5467669046011894,19.12071793876536,1.7614440479231082,1.8620166667704294,1.1420368889525303,26.39786314326458,-62.77562885315051,0.6309538411513136,162.89492845368906,4.7167835177436075,7.156026898073984,0.05991038833522455,-5.579311847144322,4.069669065,19.399444009274454
Mg2TcO4,Spinel,0,1,1.83,1.998493933,0,Mg,Mg,Tc,Tc,O,O,9,9,6,6,6,0.89,0.645,1.4,2.0,4.0,-2.0,0.121644,0.1344592,0.304575,7.646235,7.119381,13.618054,2.0,7.0,6.0,Handbook,True,Mg2TcO4,,fold_test,,,,train,-6.993551909569392,2.6445324557602605,6.106792054028072,-0.894274335396334,5.406463220066406,13.464260147913734,-31.22343097917875,5.911735534712747,14.925890406945216,154.81740662860884,5.369834754968526,-309.6348132572177,-10.87295416754693,-0.3669548254941282,-9.416304305965248,19.553915994842693,-1.8510992860301547,-68.89374594973094,0.576369092456134,-10.471314470914159,1.3359535072164421,9.301319623666883,-7.279804154419461,0.8345611102551227,16.53664355503531,-14.234051039480534,1.8309528376324038,8.404425611160523,-9.843087234314996,1.0581196632366194,13.144052686604894,1.1982346022501613,-154.81740662860884,-108.37218464002618,29.179838227022913,-59.6446513609979,0.8287833437452132,112.49488460309861,3.9477112033767345,5.929216143049084,-5.684270551012973,-2.7251310802451933,4.4759717575,14.282607188042848
Ni2FeS4,Spinel,0,1,1.83,2.56281621,0,Ni,Ni,Fe,Fe,S,S,9,9,6,6,6,0.69,0.645,1.84,2.5,3.0,-2.0,0.1472068,0.1392532,0.23596,7.639877,7.9024678,10.36001,10.0,8.0,6.0,Handbook,True,Ni2FeS4,,,,,fold_test,train,-30.768288222956514,5.546917001628609,10.675805366503075,-2.074599543562479,12.01888668097371,26.96577969853095,-70.09231651550523,10.474266939548588,34.06061215985101,8.665137551395011,9.93884806744353,-12.997706327092516,-0.5482551634943081,-0.07006383638747612,-0.6377835852503475,44.59503832214254,-3.0325117826663393,-2.9894724552312786,0.3390053207823594,-2.379129238460188,2.300130383163943,35.33468841459995,-1.8499891014593897,0.36374532975220725,42.90681984388167,-3.234017375242217,2.924691312403253,32.972857379747275,-5.602610435659538,2.8141237374563595,48.64582123412529,2.7491761906090337,-10.831421939243764,-7.97192654728341,10.224116751022278,-28.61540776208393,0.3679918492220489,254.23848086680349,8.800108795625384,10.463581283837085,-0.4182012156066939,-14.272698321423196,2.4836628936,30.277708590422673
Sc2ZnS4,Spinel,0,1,1.83,2.300337033,0,Sc,Sc,Zn,Zn,S,S,9,9,6,6,6,0.87,0.74,1.84,3.0,2.0,-2.0,0.1193833,0.1551518,0.23596,6.56149,9.394199,10.36001,3.0,12.0,6.0,Handbook,True,Sc2ZnS4,,,,fold_test,,train,-49.246100617729404,7.017556598826219,8.588751651381992,-1.480770696308901,11.33159644352459,20.498816650603228,-66.08414453252439,8.394542439931266,34.63836561848893,0.731659846290596,7.882148834518524,-0.731659846290596,-0.038942109183049876,-0.0402559037820669,-0.043673983463832056,41.39558146812337,-2.433239018149746,-0.3182720331364093,0.4578349471161766,-1.3752121844714045,1.8016796127159052,24.192878156805605,-1.2661678445669906,0.3858074121165385,40.1312561932608,-1.8725433835065939,2.3685622520947467,17.73004479778043,-0.3897071622416532,2.008615098341828,33.30671582966793,2.59196679118735,-1.097489769435894,-0.6731270585873483,14.97820347584665,-41.18387553767545,0.31135583857226296,239.70006058530927,6.049841591294111,8.436680799005579,-0.03531173455868267,-24.841076862009928,3.1444454950000007,28.54630250607469
Zn2ZrO4,Spinel,0,1,1.83,2.034433378,0,Zn,Zn,Zr,Zr,O,O,9,9,6,6,6,0.9,0.72,1.4,2.0,4.0,-2.0,0.1551518,0.1248887,0.304575,9.394199,6.6339,13.618054,12.0,4.0,6.0,Handbook,True,Zn2ZrO4,,,,fold_test,,train,-6.3636117480291,2.5226200165758415,5.894666629827416,-0.8384183899549191,4.9818131592686825,12.856693653839033,-28.770990016589735,5.731604310322007,13.61279985126791,227.4507777055315,5.181822540882933,-454.901555411063,-17.14306649976119,-0.4161106229523563,-17.64469878620654,19.50776350789351,-1.7957108475739205,-102.35284996748918,0.5983989519091032,-12.672571576213247,1.3562114397516845,8.516881186545103,-8.000439099886865,0.9056991507394184,14.473754301544306,-17.33918593358369,1.7728467093653202,7.816835660438552,-10.278636249144023,0.9920300173182456,12.035532544936883,1.1041193968036669,-227.4507777055315,-159.21554439387205,32.02293987937671,-62.318047694254076,0.8699764151155461,103.65898622708933,3.8141864639765446,5.695062718058614,-8.351074893135667,-2.403207091674027,4.6354968,13.160781372555677
Zn2TiO4,Spinel,0,1,1.83,1.973082764,0,Zn,Zn,Ti,Ti,O,O,9,9,6,6,6,0.9,0.605,1.4,2.0,4.0,-2.0,0.1551518,0.1233637,0.304575,9.394199,6.82812,13.618054,12.0,4.0,6.0,Handbook,True,Zn2TiO4,,,,fold_test,,train,-6.545637180633042,2.558444289139993,6.1586703029219985,-0.8981798204216388,5.127665184742863,13.638372629490954,-29.613315297498712,5.966839086961396,14.060655622896316,187.3004202637353,5.408380099020691,-374.6008405274706,-13.715372625534942,-0.3994150690481338,-14.529998672337504,20.21629178500096,-1.8550330182536583,-84.28518911868089,0.5748475332097047,-12.320164276555746,1.3030660374720586,8.76622903080727,-7.777957567838742,0.8799373174593046,15.18228257865175,-16.857006317839158,1.7993287292340892,8.527457084114783,-9.714914635751931,1.0627406954369003,12.38789557888036,1.136444585493157,-187.3004202637353,-131.1102941846147,31.112074899942755,-61.730566428984936,0.8577946871991806,106.69379958047502,3.940953134663526,5.921125151726069,-6.876915756969949,-2.5036611722816327,4.5917973000000005,13.546088199335966
Ba2GeO4,Olivine,0,1,1.83,1.755264244,1,Ba,Ba,Ge,Ge,O,O,9,9,6,6,6,1.47,0.53,1.4,2.0,4.0,-2.0,0.1586786,0.1895892,0.304575,5.211664,7.899435,13.618054,2.0,4.0,6.0,Handbook,True,Ba2GeO4,fold_test,,,,,train,-2.91324271026547,1.7068224015009497,4.6454318860578585,-0.33709936759929426,3.6319488152031365,8.842908794225764,-20.9752473170459,4.3195807889683575,10.29141548029633,-234.61258146252575,3.8692148477151322,469.2251629250515,14.849959614993082,-0.8405980867865344,18.61399798442977,11.924855177924409,-1.294388958117701,172.4402473749564,0.9640785691791067,-20.40076189019948,0.8801214519411278,5.5482024039413655,-17.475951477037107,1.242314849979444,7.916306402414206,-28.21071131078559,1.3089169377644536,4.984296774810682,25.19816689362087,0.3988613507099702,7.840378318770587,0.8049489225831491,234.61258146252575,164.228807023768,71.74369517971556,-182.88476732916584,1.211175726333518,75.57170856803114,2.532301589202052,4.368583878623927,8.61402743235288,-1.189629164899521,7.106227327500001,9.594756524393201
Ca2GeS4,Olivine,0,1,1.83,2.064987349,0,Ca,Ca,Ge,Ge,S,S,9,9,6,6,6,1.18,0.53,1.84,2.0,4.0,-2.0,0.1154119,0.1895892,0.23596,6.1131552,7.899435,10.36001,2.0,4.0,6.0,Handbook,True,Ca2GeS4,fold_test,,,,,train,-10.50756000992299,3.2415366741598017,7.222841826581593,-1.0226252123492396,7.025295864123321,17.10488053103782,-40.970455450147256,6.896990729492092,19.906733901935993,-3.8768591723051182,6.446624788238868,7.7537183446102365,0.2453883836188992,-0.20519886896073966,0.22371784155408053,24.77203526808623,-1.9891095774697396,2.28734691166002,0.5553829170051936,-6.202767279093431,1.5311388263036174,11.671344747235144,-4.845243633855255,0.622296054654596,22.740624542220356,-8.470973685682372,1.8844385699729527,12.019456860085699,2.004190941921095,1.3871563278432184,16.068123863836146,1.6069521773764863,3.8768591723051182,3.566710438520709,26.754899982170972,-67.89109666340038,0.6721591770594257,148.60781997071376,4.294734548137126,7.017179686576089,0.18710692230534132,-4.87332120817551,3.782072575,17.697967089760006
Fe2GeSe4,Olivine,0,1,1.83,2.264710643,0,Fe,Fe,Ge,Ge,Se,Se,9,9,6,6,6,0.92,0.53,1.98,2.0,4.0,-2.0,0.1392532,0.1895892,0.2240328,7.9024678,7.899435,9.752392,8.0,4.0,6.0,Handbook,True,Fe2GeSe4,fold_test,,,,,train,-22.954165307367756,4.79105054318651,9.759339175831288,-1.6347990318627548,10.364778520468365,25.235705620406907,-57.33467994461134,9.433488078741787,29.369423288368957,1.0637247568752908,8.983122137488563,-2.1274495137505816,-0.06732916701481123,-0.0900780560180415,-0.07406353815705312,36.31548644005933,-2.6027096454109406,-0.4893133881626337,0.37872503382557143,-3.2420391793524486,1.9150434456243848,21.762947262062024,-2.2179716649984202,0.4408501250284516,33.400823108921855,-4.40881995064182,2.4369127203175327,23.399388603526912,-0.5725731110306825,2.300366142957945,29.840939923321464,2.268344598825875,-1.0637247568752908,-1.0530875093065377,14.411756700047054,-36.53676200553373,0.4590642268061071,209.40065921274348,6.564687013754371,9.514070712839507,-0.05453660788426525,-11.10148291610237,2.6692302700000003,24.485229449718346
Mn2GeS4,Olivine,0,1,1.83,2.16804535,0,Mn,Mn,Ge,Ge,S,S,9,9,6,6,6,0.96,0.53,1.84,2.0,4.0,-2.0,0.1352844,0.1895892,0.23596,7.434018,7.899435,10.36001,7.0,4.0,6.0,Handbook,True,Mn2GeS4,fold_test,,,,,train,-15.875354337908819,3.984388828654756,8.445686474732957,-1.3799698451176012,8.635259499651582,21.024748986067323,-50.35951815747267,8.119835377643456,24.46869375446299,0.9561771489143189,7.669469436390231,-1.9123542978286379,-0.060521869533347566,-0.1358167750892112,-0.06467792594229214,31.824858767022658,-2.346454210238101,-0.45896503147887313,0.4358176996138893,-4.549088619837371,1.7255878840855448,16.684519334605795,-3.2069638989952627,0.5062747563291629,29.24232688296469,-6.18288085128573,2.210079159063871,17.18215550278097,-0.49430776191609194,1.8718821712699678,22.96984015835221,1.9752120513585978,-0.9561771489143189,-0.8796829770011735,17.7085003042005,-43.72433891850598,0.5535135008051953,182.66377871400232,5.53686045384749,8.206945837400768,-0.04614750125310298,-7.362860731622808,3.0769404000000002,21.75375121449667
