Compound,Type,Label,n,criterion,t_RP,p_Label,A1,A2,B1,B2,X1,X2,cnA1,cnA2,cnB1,cnB2,cnX,rA,rB,rX,nA,nB,nX,xA,xB,xX,iA,iB,iX,vA,vB,vX,Source,train,Substance,fold_1,fold_2,fold_3,fold_4,fold_5,rf_label,"cand_(((self.df[""vX""]/self.df[""rA""]))**2/(self.df[""iB""]-self.df[""iX""]))","cand_((self.df[""vX""]/self.df[""rA""])/np.sqrt((self.df[""iX""]-self.df[""iB""])))","cand_((self.df[""rB""])**-1+(np.exp(self.df[""rX""])/self.df[""rA""]))","cand_(np.sqrt((self.df[""rB""]/self.df[""rX""]))-(self.df[""rX""]/self.df[""rA""]))","cand_(((self.df[""iB""]/self.df[""rA""])*np.exp(self.df[""rX""]))/self.df[""vX""])","cand_(np.exp((self.df[""rB""]+self.df[""rX""]))/(self.df[""rA""]*self.df[""rB""]))","cand_(((self.df[""iB""]/self.df[""rA""])*np.log(self.df[""xX""]))/self.df[""xX""])","cand_((np.exp(self.df[""rX""])/self.df[""rA""])+(np.exp(-self.df[""xB""])/self.df[""rB""]))","cand_((np.exp(self.df[""rX""])/self.df[""rA""])*np.exp((self.df[""iB""]/self.df[""vX""])))","cand_((self.df[""nX""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_((np.exp(self.df[""rX""])/self.df[""rA""])+(np.exp(-self.df[""rB""])/self.df[""rB""]))","cand_((self.df[""nB""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_((np.log(self.df[""rA""])/self.df[""iB""])*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_(((self.df[""rA""])**2/self.df[""rX""])*np.log((self.df[""iB""]/self.df[""iX""])))","cand_((self.df[""xA""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_(((self.df[""iA""]-self.df[""iX""])+(self.df[""iB""]/self.df[""xX""]))/self.df[""rA""])","cand_((np.exp(-self.df[""rX""])-np.exp(-self.df[""rB""]))-(self.df[""rX""]/self.df[""rA""]))","cand_((self.df[""rA""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_((self.df[""rA""]/self.df[""rX""])+(np.log(self.df[""rB""])/np.exp(self.df[""nA""])))","cand_((self.df[""iB""]-self.df[""iX""])*((self.df[""rA""])**2*np.log(self.df[""iA""])))","cand_((self.df[""rB""]/(self.df[""rA""])**2)+(np.log(self.df[""rX""])/self.df[""rB""]))","cand_(np.exp((self.df[""rX""]/self.df[""rA""]))*(self.df[""iB""]/np.sqrt(self.df[""iX""])))","cand_((self.df[""iB""]-self.df[""iX""])*((self.df[""rA""])**2*np.sqrt(self.df[""nA""])))","cand_((self.df[""rA""]/(self.df[""iB""]*self.df[""vX""]))*np.exp(np.sqrt(self.df[""iX""])))","cand_((self.df[""iB""]/(self.df[""rA""]*self.df[""xX""]))-(self.df[""iX""]/self.df[""rX""]))","cand_((self.df[""iB""]-self.df[""iX""])*((self.df[""rA""])**2*np.sqrt(self.df[""iA""])))","cand_((self.df[""rX""]/self.df[""rA""])+(np.exp(-self.df[""rB""])/np.log(self.df[""iA""])))","cand_(np.exp((self.df[""rX""]/self.df[""rA""]))*(self.df[""rX""]/np.sqrt(self.df[""rB""])))","cand_(((self.df[""iB""]-self.df[""iX""]))**2*(self.df[""nA""]*np.log(self.df[""rA""])))","cand_(((self.df[""rX""]/self.df[""rA""])*np.sqrt(self.df[""rX""]))-np.sqrt(self.df[""rB""]))","cand_((self.df[""iB""]/np.log(self.df[""iX""]))*np.exp((self.df[""rX""]/self.df[""rA""])))","cand_(((self.df[""iB""]*self.df[""vX""])/self.df[""rA""])/np.exp(np.sqrt(self.df[""iX""])))","cand_((self.df[""nA""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_((self.df[""rX""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_(((self.df[""iX""]*self.df[""rA""]))**2*(np.sqrt(self.df[""nA""])/self.df[""iB""]))","cand_((np.exp(self.df[""rA""]))**2*((self.df[""iB""]/self.df[""nA""])-self.df[""iX""]))","cand_(np.sqrt((self.df[""iX""]-self.df[""iB""]))/np.exp((self.df[""rA""])**-1))","cand_((self.df[""iB""]+(self.df[""iB""]/self.df[""xX""]))/(self.df[""rA""]*self.df[""xX""]))","cand_(((self.df[""rX""]/self.df[""rA""]))**2+np.sqrt((self.df[""rX""]/self.df[""rB""])))","cand_((np.exp(self.df[""rX""])/self.df[""rA""])+(np.exp(-self.df[""xA""])/self.df[""rB""]))","cand_((np.log(self.df[""rA""])/self.df[""iX""])*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_((self.df[""rX""]/(self.df[""rA""])**2)/np.log((self.df[""iB""]/self.df[""iX""])))","cand_(((self.df[""iB""]/self.df[""nA""])-self.df[""iX""])/(self.df[""nX""]/self.df[""rA""]))","cand_((self.df[""iB""]/(self.df[""rA""]*self.df[""xX""]))/(np.exp(self.df[""xX""]))**2)"
NaSmTiO4,RP,1,1,1.83,1.781420467,1,Na,Sm,Ti,Ti,O,O,9,9,6,6,6,1.186,0.605,1.4,2.0,4.0,-2.0,0.139341,0.1233637,0.304575,5.39139335,6.82812,13.618054,4.5,4.0,6.0,Handbook,True,NaSmTiO4,,,,,fold_test,train,-3.7693595860593696,1.9414838619106187,5.072116817333113,-0.5230627134326938,3.8911455870729985,10.34952391782619,-22.472161692874234,4.88028560137251,10.669974755992145,-303.25293673389484,4.3218266134318055,606.5058734677897,22.206180964445178,-0.6935995536578133,21.127783728718818,11.966152577150813,-1.4799159112647133,179.82899148319962,0.779133247495419,-16.09104610570573,0.9862688516980429,6.024229707588347,-13.506720991471239,1.1595618427852612,9.1754472447008,-22.17611372977215,1.5045559558030652,5.860143525314472,15.729149936036114,0.6188961488464777,8.513070819679584,0.862394710745229,303.25293673389484,212.27705571372636,54.02730877278998,-109.37465739394857,1.1213690335958464,80.96494065971967,2.91463497909812,4.85712728227574,11.134224344164547,-1.4417540996477474,6.050968442,10.279493574538256
NaTmTiO4,RP,1,1,1.83,1.799902965,1,Na,Tm,Ti,Ti,O,O,9,9,6,6,6,1.146,0.605,1.4,2.0,4.0,-2.0,0.1549692,0.1233637,0.304575,5.66169335,6.82812,13.618054,8.0,4.0,6.0,Handbook,True,NaTmTiO4,,,fold_test,,,train,-4.037083319104288,2.009249441732979,5.191461468479697,-0.564264753522279,4.026962186970835,10.710763845149966,-23.256530338349776,4.999630252519093,11.042399703845273,-242.26205632507347,4.44117126457839,484.52411265014695,17.740026268216837,-0.6476027170642207,18.771578529525787,12.619683208115937,-1.5211179513542985,138.81615827426708,0.7505618189239903,-15.460178549597376,1.0168184355578544,6.277624608860593,-12.611007556992226,1.1204535175648476,9.835224859823741,-21.218171714835695,1.5366126142362848,6.106636531410799,12.565669598422708,0.6676470601257685,8.871152905619816,0.8924957477694954,242.26205632507347,169.5834394275514,50.44442686332494,-100.96553412079184,1.0888480054642042,83.7909420789071,3.0136055317679222,4.954174783318208,8.89488528702682,-1.5441565849712662,5.846888562,10.638289161782174
NaYTiO4,RP,1,1,1.83,1.794392534,1,Na,Y,Ti,Ti,O,O,9,9,6,6,6,1.1575,0.605,1.4,2.0,4.0,-2.0,0.1074563,0.1233637,0.304575,5.67816835,6.82812,13.618054,2.0,4.0,6.0,Handbook,True,NaYTiO4,,fold_test,,,,train,-3.957263310506848,1.9892871362643576,5.156305060337401,-0.5521275046069042,3.9869534913767404,10.604350208675472,-23.025471937579997,4.964473844376799,10.93269119706841,-260.0122907031274,4.406014856436094,520.0245814062548,19.039815549750692,-0.6606651924134211,13.969979356741236,12.50853732743055,-1.5089807024389237,150.48211324443497,0.7587761046382762,-15.798451745905824,1.007710285082718,6.201892038609508,-12.865377977314994,1.1316971610657165,9.640868339463877,-21.677624268832133,1.5239483622911487,6.032966742449517,13.486340312906796,0.6532860735396293,8.764132296314076,0.8836286193899278,260.0122907031274,182.00860349218917,51.461916544952366,-103.31465271331919,1.0983287707099585,82.95846187682724,2.984098135187315,4.987901373151237,9.546602278971994,-1.5136259810313042,5.905561527500001,10.532595576157556
SrNdNiO4,RP,1,1,1.83,1.76298367,1,Sr,Nd,Ni,Ni,O,O,9,9,6,6,6,1.2365,0.6,1.4,2.5,3.0,-2.0,0.1475236,0.1472068,0.304575,5.6099336,7.639877,13.618054,4.0,10.0,6.0,Handbook,True,SrNdNiO4,,,fold_test,,,train,-3.9386327704436193,1.9845988940951316,4.946246098000815,-0.47757439237330057,4.175930577853808,9.959638898679945,-24.116853266942027,4.718105209134875,11.7168505701616,-167.58617700029225,4.194265491490859,251.37926550043838,10.967858317633402,-0.6312468821974939,12.361458070660158,13.80963153045587,-1.4344427352336977,103.61015393043068,0.8412831650904021,-15.762677919697197,0.9532177916972269,6.42316739957356,-14.451968792363362,1.080483466708163,10.55889199432278,-21.648901836517734,1.4504648052959535,5.607545556486608,18.966904725263174,0.5650736415291533,9.076825023844753,0.9255116166160628,209.4827212503653,117.31032390020458,58.68160491022842,-125.24507591167776,1.0890693293307991,86.89059914855852,2.8094656184807287,4.717649556347681,6.153088282668443,-1.5841662401860968,6.5300203034,11.031828694709985
EuTbCuO4,RP,1,1,1.83,1.819317985,1,Eu,Tb,Cu,Cu,O,O,9,9,6,6,6,1.1075,0.73,1.4,3.0,2.0,-2.0,0.194399,0.1511716,0.304575,5.7670925,7.72638,13.618054,10.0,11.0,6.0,Handbook,True,EuTbCuO4,,,,fold_test,,train,-4.981685685233528,2.2319690152942373,5.031443119201723,-0.5420082403673203,4.715126549259497,10.408320370376487,-27.23082029347254,4.839251559548531,13.271578277946977,-73.92638350569284,4.32172940699652,73.92638350569284,4.784024569442147,-0.4965414791671284,7.18560751356159,15.816506036554285,-1.4994203782930655,40.936734866277405,0.775402903201993,-12.661989119949983,1.056083140426622,7.411631522550813,-12.516612450541746,0.9569253126834337,13.17822889692191,-17.35420153894464,1.5391441793181684,5.800452670736126,10.632775131575702,0.6413127986221002,10.473661713358458,1.0450136355947939,110.88957525853925,51.74846845398498,50.99201069368871,-101.16572128739674,0.9839654903363954,98.10990946525642,2.982819455397035,4.789428503201224,2.7142785417686266,-2.0139304407707197,6.1148364275,12.456257927554752
Eu2TiO4,RP,1,1,1.83,1.737782888,1,Eu,Eu,Ti,Ti,O,O,9,9,6,6,6,1.3,0.605,1.4,2.0,4.0,-2.0,0.189935,0.1233637,0.304575,5.670385,6.82812,13.618054,9.0,4.0,6.0,Handbook,True,Eu2TiO4,,,,fold_test,,train,-3.137258056989801,1.7712306617123026,4.77227715186399,-0.4195473417891603,3.549922050975828,9.441950281955275,-20.501525975191417,4.580445935903387,9.734300046620525,-466.407521737453,4.021986947962683,932.815043474906,34.153436212123765,-0.8333474897424026,44.29355632060157,11.131422005000664,-1.3764005396211798,303.1648891293445,0.8605618189239905,-19.91205424141131,0.9141406229056186,5.431819986179287,-16.22808430820676,1.2710205696634398,7.517832114890771,-27.32489683612009,1.3916167628693468,5.283869684216465,24.191666269471117,0.4964151093624072,7.675913845690138,0.7867693284183396,466.407521737453,326.4852652162171,64.91284763074475,-137.38390212672908,1.2074248172299384,73.86493817109809,2.680963361853241,4.486348041176482,17.124602448244552,-1.1999796151172324,6.6325961000000015,9.378061061078744
SrEuAlO4,RP,1,1,1.83,1.811549373,1,Sr,Eu,Al,Al,O,O,9,9,6,6,6,1.215,0.535,1.4,2.5,3.0,-2.0,0.1542216,0.150078,0.304575,5.6826261,5.9857684,13.618054,5.5,3.0,6.0,Handbook,True,SrEuAlO4,,,,,fold_test,train,-3.195180018438986,1.7875066485020374,5.206772019940619,-0.534086330959345,3.3296965455720033,10.65196577882124,-19.229678634713878,4.946287615867913,9.05107911540035,-803.8106821189778,4.432322094977616,1205.7160231784667,67.14348337625106,-0.8667672949698064,61.98248474674006,9.643973160624213,-1.4913357006887837,488.314989387279,0.8165139175615885,-19.575386822252682,0.9913309475512734,5.134332715773904,-17.814645044894757,1.355085631900126,6.448008110653605,-26.858497252895997,1.4893560131246248,6.058606827203352,28.360474488308842,0.6319394690036861,7.255523136198414,0.7379607431877065,1004.7633526487222,562.6674774832843,72.31572672438611,-127.48921457957259,1.2130628107214074,69.28259999387508,2.945370437333742,4.93963570326564,29.51268522356343,-1.1537121968069122,6.818426083800001,8.796276952237179
EuSmAlO4,RP,1,1,1.83,1.811230607,1,Eu,Sm,Al,Al,O,O,9,9,6,6,6,1.216,0.535,1.4,2.5,3.0,-2.0,0.1877015,0.150078,0.304575,5.6570475,5.9857684,13.618054,8.5,3.0,6.0,Handbook,True,EuSmAlO4,,fold_test,,,,train,-3.1899269490132207,1.7860366594818877,5.204027272291412,-0.5331387459474325,3.326958308281237,10.643205938542604,-19.2138647542577,4.943542868218706,9.043635793759396,-807.206423267923,4.42957734732841,1210.8096349018845,67.42713460713941,-0.8681946595612957,75.75692822851202,9.615007228748702,-1.4903881156768715,490.7815053468972,0.8172282032758741,-19.556709938886335,0.9907351221212254,5.129469803421569,-17.8439816311903,1.3562009287165047,6.43470614557201,-26.8421114869494,1.4892859989565814,6.05286850138597,28.480284827193227,0.6308182712973374,7.248651167622384,0.7373538675765324,1009.0080290849038,565.044496287546,72.43481394460454,-127.7444481572315,1.213884145890334,69.22562417151171,2.94318760024422,4.884143320220721,29.63736313822529,-1.1518154240954515,6.824037957120001,8.789043171848828
EuPrAlO4,RP,1,1,1.83,1.80396026,1,Eu,Pr,Al,Al,O,O,9,9,6,6,6,1.2395,0.535,1.4,2.5,3.0,-2.0,0.1810075,0.150078,0.304575,5.5716925,5.9857684,13.618054,7.0,3.0,6.0,Handbook,True,EuPrAlO4,,,,,fold_test,train,-3.070116284719091,1.7521747300766242,5.140800642800498,-0.5113106531256241,3.263881648140366,10.44141865370537,-18.8495841397155,4.880316238727792,8.872175171610671,-886.2125362149773,4.366350717837495,1329.318804322466,74.02663091801023,-0.9020757797704518,80.20555782446624,9.363851383750239,-1.4685600228550628,549.2302193192322,0.8340139175615885,-20.141634226260933,0.9771456880605889,5.018716425413536,-18.540339389209485,1.3824104039014042,6.128288753081188,-27.678416830650878,1.4704492593225857,5.922177482848393,31.26782037567419,0.6049909235679929,7.09214130723086,0.7233741855369613,1107.7656702687218,620.3487753504841,75.26156784311979,-133.89176765132942,1.232958728546619,67.91315771888522,2.8934020100407674,4.831322325892213,32.538148850598525,-1.1085543170823924,6.955916980140001,8.622409436844029
Ba2PbO4,RP,1,1,1.83,1.621994327,1,Ba,Ba,Pb,Pb,O,O,9,9,6,6,6,1.47,0.775,1.4,2.0,4.0,-2.0,0.1586786,0.177911,0.304575,5.211664,7.4166796,13.618054,2.0,4.0,6.0,Handbook,True,Ba2PbO4,fold_test,,,,,train,-2.6864569109930874,1.6390414610354087,4.048962013872831,-0.2083571432381074,3.4099908013625364,7.726298110324867,-19.693394385964186,3.838661258620273,9.49581206242773,-380.1975416916147,3.3530959248392387,760.3950833832293,25.631250249209543,-0.9379308482104983,30.16460681953352,10.846614895519071,-1.1664877694383116,279.4451931433367,1.0155040852016703,-22.122957050710788,0.7928045847771188,5.209137056762019,-18.95123946976361,1.3231777474851916,6.83806612000887,-30.592208176221604,1.2314432861871552,4.121838549979573,29.632106543449584,0.24653149655507156,7.3612320290132285,0.7557563614567903,380.1975416916147,266.1382791841302,76.41352833038339,-187.45063080557142,1.2612627020150606,70.95332125318605,2.251072488522544,3.859633699111562,13.959319800450734,-1.0661766823299659,7.283639937,9.008395534798877
Sr2HfO4,RP,1,1,1.83,1.697966446,1,Sr,Sr,Hf,Hf,O,O,9,9,6,6,6,1.31,0.71,1.4,2.0,4.0,-2.0,0.1185082,0.229987,0.304575,5.6948672,6.82507,13.618054,2.0,4.0,6.0,Handbook,True,Sr2HfO4,,,fold_test,,,train,-3.0881566181505953,1.7573151732545291,4.504023197999913,-0.3565626568983632,3.52124982668099,8.868123088513773,-20.33593801503169,4.2146484536440045,9.655083164406728,-481.49621180590566,3.788029109916765,962.9924236118113,35.27408596585131,-0.8467651899000713,28.530624683968313,11.057493780634134,-1.3137495235956942,315.38001873286817,0.8893632627471789,-20.27887757935771,0.8876333623041956,5.38494276152486,-16.48610952767056,1.2813700162095525,7.378546550535988,-27.819222211932757,1.35132703759196,4.837604601498623,24.920605550498188,0.4218906251769384,7.60966983563679,0.7804147025057765,481.49621180590566,337.0473482641339,65.94480419543194,-140.1801880262609,1.214808412039128,73.26834138830849,2.5463435798132235,4.346621130424953,17.678598271306075,-1.1809649380107516,6.684614945000001,9.302315772496982
SrGdCrO4,RP,1,1,1.83,1.767756333,1,Sr,Gd,Cr,Cr,O,O,9,9,6,6,6,1.2085,0.615,1.4,2.5,3.0,-2.0,0.1564541,0.1313053,0.304575,5.9223316,6.76651,13.618054,6.0,6.0,6.0,Handbook,True,SrGdCrO4,,fold_test,,,,train,-3.5976651578894576,1.8967512113847345,4.981580982417194,-0.49567457567815665,3.784243708130487,10.092101518314324,-21.85478147537503,4.781499682713549,10.364347021604788,-358.0565961945202,4.234655608936408,537.0848942917803,26.457996529563996,-0.7296216500685694,28.00971125333854,12.015319270437645,-1.4525048333122694,216.35569825053878,0.8233100581609032,-17.798845975721573,0.9682059970845411,5.840101285809974,-15.821649704727687,1.1923185438078352,8.656133208022611,-24.35163473083679,1.462408565512209,5.685958099592646,22.225464294404436,0.5864900672332047,8.252871861372823,0.8387020441755111,447.5707452431502,250.63961733616412,63.2890664702856,-122.34105736357076,1.1442677826966225,78.74058176815126,2.85081354226585,4.746086298092618,13.146393610809598,-1.3705733648474119,6.5932436625,9.997083895150691
SrNdCrO4,RP,1,1,1.83,1.756160403,1,Sr,Nd,Cr,Cr,O,O,9,9,6,6,6,1.2365,0.615,1.4,2.5,3.0,-2.0,0.1475236,0.1313053,0.304575,5.6099336,6.76651,13.618054,4.0,6.0,6.0,Handbook,True,SrNdCrO4,,fold_test,,,,train,-3.436574856661845,1.8538001123804704,4.90559569149675,-0.4694417368148751,3.6985511696528053,9.863570307224311,-21.359889537396466,4.7055143917931055,10.129650930537311,-401.3623794050873,4.158670318015964,602.0435691076309,29.658005338430538,-0.7638228464033125,29.60521155720217,11.490590649675612,-1.426271994448988,248.1422910671952,0.8433100581609032,-18.06548740939484,0.9493508267677895,5.6888908605319815,-16.563293470150587,1.219943632121132,8.23985111354252,-24.811644667694193,1.4457268774573369,5.538738710702715,24.913562066424785,0.5554509537027306,8.039190590646388,0.8197100043559282,501.70297425635914,280.95366558356113,66.25575720374923,-129.3876188936003,1.1659109157175604,76.95753584052633,2.7907222677604304,4.682574675249789,14.736407250444419,-1.309204097139537,6.7460039625,9.770704316449342
SrGdNiO4,RP,1,1,1.83,1.774020843,1,Sr,Gd,Ni,Ni,O,O,9,9,6,6,6,1.2085,0.6,1.4,2.5,3.0,-2.0,0.1564541,0.1472068,0.304575,5.9223316,7.639877,13.618054,6.0,10.0,6.0,Handbook,True,SrGdNiO4,,fold_test,,,,train,-4.123257161262801,2.030580498592164,5.022231388921259,-0.5038072312365821,4.272683623927375,10.190395943912081,-24.675621898695752,4.794090500055319,11.988320835750782,-149.50413687231708,4.270250782411303,224.2562053084756,9.784459676007682,-0.6029819531561709,11.695267590317592,14.388090515025805,-1.4606755740969792,90.33787470509758,0.8212831650904021,-15.530025296283767,0.971613079811131,6.593894857338575,-13.804862432009465,1.0560163926541164,11.02890445261077,-21.247529412390797,1.4670021461915037,5.75659382778404,16.920433241251143,0.5961127550596275,9.318086564218396,0.9469549970589671,186.88017109039635,104.65289581062194,56.0540570433074,-118.4241208520549,1.0688526283410642,88.90378638576136,2.8695568929861484,4.780849337488569,5.4891887222769515,-1.6584244267439998,6.3821508586,11.287427539105414
SrLaScO4,RP,1,1,1.83,1.718778391,1,Sr,La,Sc,Sc,O,O,9,9,6,6,6,1.263,0.745,1.4,2.5,3.0,-2.0,0.1408251,0.1193833,0.304575,5.6358836,6.56149,13.618054,2.5,3.0,6.0,Handbook,True,SrLaScO4,,,,,fold_test,train,-3.1981771415654263,1.7883448049985846,4.553049865611634,-0.378990667652057,3.5112370058658833,9.078247952615317,-20.278111926718164,4.401999622982713,9.583969158020926,-541.9070435627276,3.8479952346584962,812.8605653440914,41.294511121919534,-0.8319703060183332,38.157056800212736,10.737078893456994,-1.3366092283181792,342.2142980098625,0.8779794090383789,-19.464069410843052,0.9186757403376629,5.38701483439792,-17.79795032090357,1.2850240356758325,7.3299056992481955,-26.722740436575993,1.38301905016223,4.914203370802842,29.066622613901966,0.44842780537595206,7.612597961549664,0.7781955607344497,677.3838044534094,379.3349304939093,71.28601507300604,-137.45551927728152,1.2034753382860757,73.0599998022664,2.599547136781245,4.376729360594998,19.896640282184503,-1.2019659749466636,6.942368727,9.27586424943554
NaPrTiO4,RP,1,1,1.83,1.771406788,1,Na,Pr,Ti,Ti,O,O,9,9,6,6,6,1.2095,0.605,1.4,2.0,4.0,-2.0,0.132647,0.1233637,0.304575,5.30603835,6.82812,13.618054,3.0,4.0,6.0,Handbook,True,NaPrTiO4,,fold_test,,,,train,-3.6243088750593317,1.9037617695130167,5.005682943831073,-0.5001273653208168,3.8155425103502076,10.14843767386677,-22.035538460313223,4.813851727870469,10.462662307239919,-338.1329369899066,4.255392739929766,676.2658739798133,24.76032472993347,-0.7213585311278911,22.426159846450073,11.66308553658608,-1.4569805631528363,204.48589364464604,0.7959189617811333,-16.576522441079316,0.9697173162431064,5.8876343212294975,-14.047281840623468,1.1825379838522543,8.808178312231268,-22.880340883629295,1.4847199890677505,5.727268683581537,17.5383088503889,0.5917586789898721,8.320042622854748,0.8456387986307081,338.1329369899066,236.6930558929346,56.18956917085925,-114.63798565014442,1.1398910432897271,79.39183102309013,2.8610134758060943,4.800351019596559,12.414877228049859,-1.386273200978763,6.1708653715000015,10.079767986277279
Nd2CoO4,RP,1,1,1.83,1.781185952,1,Nd,Nd,Co,Co,O,O,9,9,6,6,6,1.163,0.745,1.4,3.0,2.0,-2.0,0.176539,0.1432363,0.304575,5.525,7.88101,13.618054,6.0,9.0,6.0,Handbook,True,Nd2CoO4,,,fold_test,,,train,-4.639325996347132,2.1539094680016455,4.82912621869994,-0.4743020943347632,4.579975851347456,9.858836770553005,-26.45029736817414,4.649997734278297,12.968181666052088,-93.66595364024093,4.124071587746802,93.66595364024093,5.942509503238857,-0.5284103959596391,8.267846894847247,15.290093706261825,-1.4319206550008854,54.466752041800106,0.8160584135945446,-13.263607031492855,1.0024442788932855,7.117390682312078,-13.44027755789853,0.9851632615409184,12.521686138395465,-18.23953454362495,1.481522131841805,5.405630448042667,14.91017799357726,0.5612018062751398,10.057858659261912,1.0150601824471968,140.4989304603614,65.56616754816865,55.12749800080766,-112.51441715341244,1.013720087968964,95.29776378946347,2.81993147982691,4.6118994939217375,3.4390359165942845,-1.8924684443119504,6.391295962666668,12.099221497101828
Pr2CoO4,RP,1,1,1.83,1.770123984,1,Pr,Pr,Co,Co,O,O,9,9,6,6,6,1.179,0.745,1.4,3.0,2.0,-2.0,0.17208,0.1432363,0.304575,5.473,7.88101,13.618054,5.0,9.0,6.0,Handbook,True,Pr2CoO4,,,fold_test,,,train,-4.514261466786407,2.1246791444324966,4.7818068722774765,-0.4579657643058902,4.517821810955971,9.725044244404703,-26.091345071405023,4.602678387855833,12.79219277151703,-102.14147439357619,4.076752241324338,102.14147439357619,6.480227432370737,-0.5430496449424264,8.788252456823296,15.03848938115564,-1.4155843249720124,60.21239915501317,0.827486985023116,-13.555654515817507,0.9875960003335011,7.002063217772333,-13.8126312645483,0.9987166684064858,12.219750700675815,-18.656428796806335,1.4667308952016422,5.318039688782971,16.259350431471436,0.541872399912368,9.89488498117586,1.0012849806497792,153.2122115903643,71.49903207550332,56.65476766696611,-116.17310531010085,1.0256182760186754,94.00449473040376,2.7808675523407658,4.569607969631715,3.7502228436447744,-1.8414522674184217,6.4792243680000015,11.935025106980007
Ba2RuO4,RP,1,1,1.83,1.68057461,1,Ba,Ba,Ru,Ru,O,O,9,9,6,6,6,1.47,0.62,1.4,2.0,4.0,-2.0,0.1586786,0.1376494,0.304575,5.211664,7.3605,13.618054,2.0,8.0,6.0,Handbook,True,Ba2RuO4,fold_test,,,,,train,-2.6623382098717183,1.631667309800536,4.371542659034121,-0.28690582673225995,3.384160924712044,8.271148709306477,-19.544221564848158,4.164130001761967,9.40731519828774,-402.1682623895169,3.6262917519287576,804.3365247790338,27.319357542933016,-0.9496670025676585,31.907748420200598,10.721137049451645,-1.2437284260340205,295.5936728562949,0.9853048894821381,-22.32337373220096,0.8296146439243348,5.169679071251351,-19.122922871577817,1.3332770065820763,6.71258827394144,-30.869349646418414,1.278230308094341,4.608355595016746,30.17142583455048,0.3394715522368409,7.305472431295518,0.7500316851361227,402.1682623895169,281.5177836726618,76.99676064560512,-187.9819731453134,1.2669628480287112,70.41586656703842,2.409715246051871,4.134882265582535,14.765996022247998,-1.053000680550397,7.30428594,8.940159061729878
La2CdS4,Th3P4,0,1,1.83,2.00205631,0,La,La,Cd,Cd,S,S,9,9,6,6,6,1.216,0.95,1.84,3.0,2.0,-2.0,0.163142,0.1504066,0.23596,5.5769,8.993822,10.36001,3.0,12.0,6.0,Handbook,True,La2CdS4,,,,fold_test,,train,-17.820705143073663,4.221457703575112,6.230705806765343,-0.794614682517781,7.761779651297052,14.093680576340399,-45.265516722406204,6.0837143159230855,23.182635991195216,-1.5333913122904912,5.585170041980608,1.5333913122904912,0.08524692351541377,-0.11364379841498919,0.12508026273484768,27.41181379287078,-1.7410814920844229,0.9323019178726186,0.6583158224629053,-3.47184861069255,1.2843338253904149,12.688793354491743,-3.498954085815988,0.5632489062343623,25.714852193900526,-4.770611434924062,1.7381861634243607,8.572591796506613,1.0950583988873746,1.0778677972543824,17.468861362431536,1.7754140113392602,2.300086968435737,1.410720007307252,30.56355293201044,-83.79229453828297,0.5135765266789012,164.18684356950436,3.6813515622813515,6.072253759429563,0.07400530078110402,-8.799424288409773,4.476138154666667,19.553300456445054
Sm2CdS4,Th3P4,0,1,1.83,2.095999345,0,Sm,Sm,Cd,Cd,S,S,9,9,6,6,6,1.132,0.95,1.84,3.0,2.0,-2.0,0.185468,0.1504066,0.23596,5.64371,8.993822,10.36001,8.0,12.0,6.0,Handbook,True,Sm2CdS4,fold_test,,,,,train,-20.563601574527038,4.534710748716729,6.614944530384345,-0.9068984838940132,8.337742098919803,15.139501396492868,-48.62444199156003,6.4679530395420874,24.902902266160233,-0.9721437393239429,5.96940876559961,0.9721437393239429,0.054045084465978034,-0.09848530742791364,0.09015077752246652,29.504925417076738,-1.853365293460655,0.5502333564573517,0.6126636485498618,-3.0296005881265837,1.3832212304015181,14.19660699800411,-3.032242617933221,0.524340264685278,28.040827955869183,-4.158968823949837,1.8489214507346108,9.591275804506413,0.6942482053601131,1.2301769557930426,19.544692118204402,1.907158513947474,1.4582156089859144,0.8943722401780276,26.486803051114357,-70.83413750496389,0.4831732295810424,176.3703195940966,4.033765455339867,6.436750233593796,0.04691808884952538,-10.15379883676507,4.166931242666667,21.004252080421548
