Substance,Label,rp,f.e,Compound,Type,n,criterion,t_RP,p_Label,A1,A2,B1,B2,X1,X2,cnA1,cnA2,cnB1,cnB2,cnX,rA,rB,rX,nA,nB,nX,xA,xB,xX,iA,iB,iX,vA,vB,vX,Source,train
Lu2CdS4,0.0,2.2391034919427804,4.470240549999994,Lu2CdS4,Spinel,1.0,1.83,2.239103492,0.0,Lu,Lu,Cd,Cd,S,S,9.0,9.0,6.0,6.0,6.0,1.032,0.95,1.84,3.0,2.0,-2.0,0.22565,0.1504066,0.23596,5.425871,8.993822,10.36001,17.0,12.0,6.0,Handbook,True
Sc2MnS4,0.0,2.399074725804705,3.3935732274999992,Sc2MnS4,Spinel,1.0,1.83,2.399074726,0.0,Sc,Sc,Mn,Mn,S,S,9.0,9.0,6.0,6.0,6.0,0.87,0.83,1.84,3.0,2.0,-2.0,0.1193833,0.1352844,0.23596,6.56149,7.434018,10.36001,3.0,7.0,6.0,Handbook,True
Mn2VO4,0.0,1.9186560267757744,0.6056818899999996,Mn2VO4,Spinel,1.0,1.83,1.918656027,0.0,Mn,Mn,V,V,O,O,9.0,9.0,6.0,6.0,6.0,0.96,0.58,1.4,2.0,4.0,-2.0,0.1352844,0.1273344,0.304575,7.434018,6.746187,13.618054,7.0,5.0,6.0,Handbook,True
Lu2MgSe4,0.0,2.145061989553038,3.1812012424999967,Lu2MgSe4,Spinel,1.0,1.83,2.14506199,0.0,Lu,Lu,Mg,Mg,Se,Se,9.0,9.0,6.0,6.0,6.0,1.032,0.72,1.98,3.0,2.0,-2.0,0.22565,0.121644,0.2240328,5.425871,7.646235,9.752392,17.0,2.0,6.0,Handbook,True
Zn2PtO4,0.0,1.9789160411293296,4.32834626,Zn2PtO4,Spinel,1.0,1.83,1.978916041,0.0,Zn,Zn,Pt,Pt,O,O,9.0,9.0,6.0,6.0,6.0,0.9,0.625,1.4,2.0,4.0,-2.0,0.1551518,0.25691,0.304575,9.394199,8.95883,13.618054,12.0,10.0,6.0,Handbook,True
Mn2NiO4,0.0,1.957825127659933,0.2672748600000041,Mn2NiO4,Spinel,1.0,1.83,1.957825128,0.0,Mn,Mn,Ni,Ni,O,O,9.0,9.0,6.0,6.0,6.0,0.96,0.48,1.4,2.0,4.0,-2.0,0.1352844,0.1472068,0.304575,7.434018,7.639877,13.618054,7.0,10.0,6.0,Handbook,True
Ni2SnO4,0.0,2.42442462322384,3.8394245850000033,Ni2SnO4,Spinel,1.0,1.83,2.424424623,0.0,Ni,Ni,Sn,Sn,O,O,9.0,9.0,6.0,6.0,6.0,0.69,0.69,1.4,2.0,4.0,-2.0,0.1472068,0.178052,0.304575,7.639877,7.343917,13.618054,10.0,4.0,6.0,Handbook,True
Ni2SiO4,0.0,2.206892545518876,2.870016310000004,Ni2SiO4,Spinel,1.0,1.83,2.206892546,0.0,Ni,Ni,Si,Si,O,O,9.0,9.0,6.0,6.0,6.0,0.69,0.4,1.4,2.0,4.0,-2.0,0.1472068,0.178503,0.304575,7.639877,8.151683,13.618054,10.0,4.0,6.0,Handbook,True
Sc2FeS4,0.0,2.3397002896313057,3.496273437500003,Sc2FeS4,Spinel,1.0,1.83,2.33970029,0.0,Sc,Sc,Fe,Fe,S,S,9.0,9.0,6.0,6.0,6.0,0.87,0.78,1.84,3.0,2.0,-2.0,0.1193833,0.1392532,0.23596,6.56149,7.9024678,10.36001,3.0,8.0,6.0,Handbook,True
Fe2SnS4,0.0,2.195493161855452,5.51785596,Fe2SnS4,Spinel,1.0,1.83,2.195493162,0.0,Fe,Fe,Sn,Sn,S,S,9.0,9.0,6.0,6.0,6.0,0.92,0.69,1.84,2.0,4.0,-2.0,0.1392532,0.178052,0.23596,7.9024678,7.343917,10.36001,8.0,4.0,6.0,Handbook,True
Yb2FeS4,0.0,2.0091154130461284,0.7072329574999969,Yb2FeS4,Spinel,1.0,1.83,2.009115413,0.0,Yb,Yb,Fe,Fe,S,S,9.0,9.0,6.0,6.0,6.0,1.14,0.645,1.84,2.5,3.0,-2.0,0.22119,0.1392532,0.23596,6.25416,7.9024678,10.36001,16.0,8.0,6.0,Handbook,True
Mg2GeO4,0.0,1.9798990517868,2.241333833333332,Mg2GeO4,Spinel,1.0,1.83,1.979899052,0.0,Mg,Mg,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,0.89,0.53,1.4,2.0,4.0,-2.0,0.121644,0.1895892,0.304575,7.646235,7.899435,13.618054,2.0,4.0,6.0,Handbook,True
Lu2MgS4,0.0,2.0853601021462445,2.975173099999997,Lu2MgS4,Spinel,1.0,1.83,2.085360102,0.0,Lu,Lu,Mg,Mg,S,S,9.0,9.0,6.0,6.0,6.0,1.032,0.72,1.84,3.0,2.0,-2.0,0.22565,0.121644,0.23596,5.425871,7.646235,10.36001,17.0,2.0,6.0,Handbook,True
Cd2SnO4,0.0,1.8178956976040048,1.8163388599999983,Cd2SnO4,Spinel,1.0,1.83,1.817895698,1.0,Cd,Cd,Sn,Sn,O,O,9.0,9.0,6.0,6.0,6.0,1.1,0.69,1.4,2.0,4.0,-2.0,0.1504066,0.178052,0.304575,8.993822,7.343917,13.618054,12.0,4.0,6.0,Handbook,True
Ho2CdSe4,0.0,2.229019368100469,3.296954842499999,Ho2CdSe4,Spinel,1.0,1.83,2.229019368,0.0,Ho,Ho,Cd,Cd,Se,Se,9.0,9.0,6.0,6.0,6.0,1.072,0.95,1.98,3.0,2.0,-2.0,0.207795,0.1504066,0.2240328,6.0215,8.993822,9.752392,13.0,12.0,6.0,Handbook,True
Y2CdSe4,0.0,2.2246421920884614,3.779203455,Y2CdSe4,Spinel,1.0,1.83,2.224642192,0.0,Y,Y,Cd,Cd,Se,Se,9.0,9.0,6.0,6.0,6.0,1.075,0.95,1.98,3.0,2.0,-2.0,0.1216986,0.1504066,0.2240328,6.21726,8.993822,9.752392,3.0,12.0,6.0,Handbook,True
Tm2CdSe4,0.0,2.259164047428375,3.311267862500002,Tm2CdSe4,Spinel,1.0,1.83,2.259164047,0.0,Tm,Tm,Cd,Cd,Se,Se,9.0,9.0,6.0,6.0,6.0,1.052,0.95,1.98,3.0,2.0,-2.0,0.2167244,0.1504066,0.2240328,6.18431,8.993822,9.752392,15.0,12.0,6.0,Handbook,True
Yb2CdS4,0.0,2.222916687119701,3.3983081162500017,Yb2CdS4,Spinel,1.0,1.83,2.222916687,0.0,Yb,Yb,Cd,Cd,S,S,9.0,9.0,6.0,6.0,6.0,1.042,0.95,1.84,3.0,2.0,-2.0,0.22119,0.1504066,0.23596,6.25416,8.993822,10.36001,16.0,12.0,6.0,Handbook,True
Lu2CdSe4,0.0,2.291078253623225,4.6038219725,Lu2CdSe4,Spinel,1.0,1.83,2.291078254,0.0,Lu,Lu,Cd,Cd,Se,Se,9.0,9.0,6.0,6.0,6.0,1.032,0.95,1.98,3.0,2.0,-2.0,0.22565,0.1504066,0.2240328,5.425871,8.993822,9.752392,17.0,12.0,6.0,Handbook,True
Yb2MgSe4,0.0,2.13576421712059,2.3216514337500005,Yb2MgSe4,Spinel,1.0,1.83,2.135764217,0.0,Yb,Yb,Mg,Mg,Se,Se,9.0,9.0,6.0,6.0,6.0,1.042,0.72,1.98,3.0,2.0,-2.0,0.22119,0.121644,0.2240328,6.25416,7.646235,9.752392,16.0,2.0,6.0,Handbook,True
Y2MgSe4,0.0,2.1069008213540115,2.5525718549999983,Y2MgSe4,Spinel,1.0,1.83,2.106900821,0.0,Y,Y,Mg,Mg,Se,Se,9.0,9.0,6.0,6.0,6.0,1.075,0.72,1.98,3.0,2.0,-2.0,0.1216986,0.121644,0.2240328,6.21726,7.646235,9.752392,3.0,2.0,6.0,Handbook,True
Tm2MgSe4,0.0,2.126730328066711,2.189773502499998,Tm2MgSe4,Spinel,1.0,1.83,2.126730328,0.0,Tm,Tm,Mg,Mg,Se,Se,9.0,9.0,6.0,6.0,6.0,1.052,0.72,1.98,3.0,2.0,-2.0,0.2167244,0.121644,0.2240328,6.18431,7.646235,9.752392,15.0,2.0,6.0,Handbook,True
Tm2CdS4,0.0,2.2071892857479303,3.3160404387499955,Tm2CdS4,Spinel,1.0,1.83,2.207189286,0.0,Tm,Tm,Cd,Cd,S,S,9.0,9.0,6.0,6.0,6.0,1.052,0.95,1.84,3.0,2.0,-2.0,0.2167244,0.1504066,0.23596,6.18431,8.993822,10.36001,15.0,12.0,6.0,Handbook,True
Fe2GeO4,0.0,1.9571482922184824,2.4766945433333376,Fe2GeO4,Spinel,1.0,1.83,1.957148292,0.0,Fe,Fe,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,0.92,0.53,1.4,2.0,4.0,-2.0,0.1392532,0.1895892,0.304575,7.9024678,7.899435,13.618054,8.0,4.0,6.0,Handbook,True
Sc2MgSe4,0.0,2.343211325023122,3.918946432500002,Sc2MgSe4,Spinel,1.0,1.83,2.343211325,0.0,Sc,Sc,Mg,Mg,Se,Se,9.0,9.0,6.0,6.0,6.0,0.87,0.72,1.98,3.0,2.0,-2.0,0.1193833,0.121644,0.2240328,6.56149,7.646235,9.752392,3.0,2.0,6.0,Handbook,True
Ni2RhS4,0.0,2.5073337388386125,5.036746696666668,Ni2RhS4,Spinel,1.0,1.83,2.507333739,0.0,Ni,Ni,Rh,Rh,S,S,9.0,9.0,6.0,6.0,6.0,0.69,0.6,1.84,2.0,4.0,-2.0,0.1472068,0.1408379,0.23596,7.639877,7.4589,10.36001,10.0,9.0,6.0,Handbook,True
Zn2PdO4,0.0,1.9757263253760928,3.696393539999999,Zn2PdO4,Spinel,1.0,1.83,1.975726325,0.0,Zn,Zn,Pd,Pd,O,O,9.0,9.0,6.0,6.0,6.0,0.9,0.615,1.4,2.0,4.0,-2.0,0.1551518,0.1440276,0.304575,9.394199,8.33686,13.618054,12.0,10.0,6.0,Handbook,True
Mn2TiO4,0.0,1.918362591646552,0.6140886700000046,Mn2TiO4,Spinel,1.0,1.83,1.918362592,0.0,Mn,Mn,Ti,Ti,O,O,9.0,9.0,6.0,6.0,6.0,0.96,0.605,1.4,2.0,4.0,-2.0,0.1352844,0.1233637,0.304575,7.434018,6.82812,13.618054,7.0,4.0,6.0,Handbook,True
Mn2TcO4,0.0,1.9246921729216944,1.7058552475000006,Mn2TcO4,Spinel,1.0,1.83,1.924692173,0.0,Mn,Mn,Tc,Tc,O,O,9.0,9.0,6.0,6.0,6.0,0.96,0.645,1.4,2.0,4.0,-2.0,0.1352844,0.1344592,0.304575,7.434018,7.119381,13.618054,7.0,7.0,6.0,Handbook,True
Sc2MgS4,0.0,2.2835094376163285,3.9813556325000032,Sc2MgS4,Spinel,1.0,1.83,2.283509438,0.0,Sc,Sc,Mg,Mg,S,S,9.0,9.0,6.0,6.0,6.0,0.87,0.72,1.84,3.0,2.0,-2.0,0.1193833,0.121644,0.23596,6.56149,7.646235,10.36001,3.0,2.0,6.0,Handbook,True
Lu2MnSe4,0.0,2.1913599281834677,2.869335497499998,Lu2MnSe4,Spinel,1.0,1.83,2.191359928,0.0,Lu,Lu,Mn,Mn,Se,Se,9.0,9.0,6.0,6.0,6.0,1.032,0.83,1.98,3.0,2.0,-2.0,0.22565,0.1352844,0.2240328,5.425871,7.434018,9.752392,17.0,7.0,6.0,Handbook,True
Mg2PtO4,0.0,1.989814071992748,4.383408849999995,Mg2PtO4,Spinel,1.0,1.83,1.989814072,0.0,Mg,Mg,Pt,Pt,O,O,9.0,9.0,6.0,6.0,6.0,0.89,0.625,1.4,2.0,4.0,-2.0,0.121644,0.25691,0.304575,7.646235,8.95883,13.618054,2.0,10.0,6.0,Handbook,True
Mg2SnO4,0.0,2.025485095386445,3.987529249999998,Mg2SnO4,Spinel,1.0,1.83,2.025485095,0.0,Mg,Mg,Sn,Sn,O,O,9.0,9.0,6.0,6.0,6.0,0.89,0.69,1.4,2.0,4.0,-2.0,0.121644,0.178052,0.304575,7.646235,7.343917,13.618054,2.0,4.0,6.0,Handbook,True
Mg2TiO4,0.0,1.98329448076492,2.5526523899999987,Mg2TiO4,Spinel,1.0,1.83,1.983294481,0.0,Mg,Mg,Ti,Ti,O,O,9.0,9.0,6.0,6.0,6.0,0.89,0.605,1.4,2.0,4.0,-2.0,0.121644,0.1233637,0.304575,7.646235,6.82812,13.618054,2.0,4.0,6.0,Handbook,True
Mn2ScO4,0.0,1.973077869120822,3.2169875831250003,Mn2ScO4,Spinel,1.0,1.83,1.973077869,0.0,Mn,Mn,Sc,Sc,O,O,9.0,9.0,6.0,6.0,6.0,0.96,0.745,1.4,2.5,3.0,-2.0,0.1352844,0.1193833,0.304575,7.434018,6.56149,13.618054,7.0,3.0,6.0,Handbook,True
Yb2MgS4,0.0,2.076062329713797,2.74137705625,Yb2MgS4,Spinel,1.0,1.83,2.07606233,0.0,Yb,Yb,Mg,Mg,S,S,9.0,9.0,6.0,6.0,6.0,1.042,0.72,1.84,3.0,2.0,-2.0,0.22119,0.121644,0.23596,6.25416,7.646235,10.36001,16.0,2.0,6.0,Handbook,True
Mg2TcO4,0.0,1.9984939328300868,3.6833658274999976,Mg2TcO4,Spinel,1.0,1.83,1.998493933,0.0,Mg,Mg,Tc,Tc,O,O,9.0,9.0,6.0,6.0,6.0,0.89,0.645,1.4,2.0,4.0,-2.0,0.121644,0.1344592,0.304575,7.646235,7.119381,13.618054,2.0,7.0,6.0,Handbook,True
Ni2FeS4,0.0,2.5628162100341214,4.403849280000003,Ni2FeS4,Spinel,1.0,1.83,2.56281621,0.0,Ni,Ni,Fe,Fe,S,S,9.0,9.0,6.0,6.0,6.0,0.69,0.645,1.84,2.5,3.0,-2.0,0.1472068,0.1392532,0.23596,7.639877,7.9024678,10.36001,10.0,8.0,6.0,Handbook,True
Sc2ZnS4,0.0,2.300337033228316,4.266059881785712,Sc2ZnS4,Spinel,1.0,1.83,2.300337033,0.0,Sc,Sc,Zn,Zn,S,S,9.0,9.0,6.0,6.0,6.0,0.87,0.74,1.84,3.0,2.0,-2.0,0.1193833,0.1551518,0.23596,6.56149,9.394199,10.36001,3.0,12.0,6.0,Handbook,True
Zn2ZrO4,0.0,2.0344333775567924,3.743927270000004,Zn2ZrO4,Spinel,1.0,1.83,2.034433378,0.0,Zn,Zn,Zr,Zr,O,O,9.0,9.0,6.0,6.0,6.0,0.9,0.72,1.4,2.0,4.0,-2.0,0.1551518,0.1248887,0.304575,9.394199,6.6339,13.618054,12.0,4.0,6.0,Handbook,True
Zn2TiO4,0.0,1.9730827642931563,2.60036551,Zn2TiO4,Spinel,1.0,1.83,1.973082764,0.0,Zn,Zn,Ti,Ti,O,O,9.0,9.0,6.0,6.0,6.0,0.9,0.605,1.4,2.0,4.0,-2.0,0.1551518,0.1233637,0.304575,9.394199,6.82812,13.618054,12.0,4.0,6.0,Handbook,True
Ba2GeO4,0.0,1.755264243651587,-1.6251235566666686,Ba2GeO4,Olivine,1.0,1.83,1.755264244,1.0,Ba,Ba,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,1.47,0.53,1.4,2.0,4.0,-2.0,0.1586786,0.1895892,0.304575,5.211664,7.899435,13.618054,2.0,4.0,6.0,Handbook,True
Ca2GeS4,0.0,2.064987349056402,2.343660696666665,Ca2GeS4,Olivine,1.0,1.83,2.064987349,0.0,Ca,Ca,Ge,Ge,S,S,9.0,9.0,6.0,6.0,6.0,1.18,0.53,1.84,2.0,4.0,-2.0,0.1154119,0.1895892,0.23596,6.1131552,7.899435,10.36001,2.0,4.0,6.0,Handbook,True
Fe2GeSe4,0.0,2.2647106432439754,4.228627464999999,Fe2GeSe4,Olivine,1.0,1.83,2.264710643,0.0,Fe,Fe,Ge,Ge,Se,Se,9.0,9.0,6.0,6.0,6.0,0.92,0.53,1.98,2.0,4.0,-2.0,0.1392532,0.1895892,0.2240328,7.9024678,7.899435,9.752392,8.0,4.0,6.0,Handbook,True
Mn2GeS4,0.0,2.168045349680823,3.969229746666665,Mn2GeS4,Olivine,1.0,1.83,2.16804535,0.0,Mn,Mn,Ge,Ge,S,S,9.0,9.0,6.0,6.0,6.0,0.96,0.53,1.84,2.0,4.0,-2.0,0.1352844,0.1895892,0.23596,7.434018,7.899435,10.36001,7.0,4.0,6.0,Handbook,True
Mn2GeSe4,0.0,2.2376304687139394,3.258171945000001,Mn2GeSe4,Olivine,1.0,1.83,2.237630469,0.0,Mn,Mn,Ge,Ge,Se,Se,9.0,9.0,6.0,6.0,6.0,0.96,0.53,1.98,2.0,4.0,-2.0,0.1352844,0.1895892,0.2240328,7.434018,7.899435,9.752392,7.0,4.0,6.0,Handbook,True
LuNaSiO4,0.0,1.9948120300265264,-0.3812926181249985,LuNaSiO4,Olivine,1.0,1.83,1.99481203,0.0,Lu,Na,Si,Si,O,O,9.0,9.0,6.0,6.0,6.0,1.136,0.4,1.4,2.0,4.0,-2.0,0.159432,0.178503,0.304575,5.28247385,8.151683,13.618054,9.0,4.0,6.0,Handbook,True
LiTmSiO4,0.0,2.035404560804652,0.223520024374995,LiTmSiO4,Olivine,1.0,1.83,2.035404561,0.0,Li,Tm,Si,Si,O,O,9.0,9.0,6.0,6.0,6.0,0.986,0.4,1.4,2.0,4.0,-2.0,0.1609087,0.178503,0.304575,5.788012381,8.151683,13.618054,8.0,4.0,6.0,Handbook,True
LiScSiO4,0.0,2.070572771287161,0.6817319531249986,LiScSiO4,Olivine,1.0,1.83,2.070572771,0.0,Li,Sc,Si,Si,O,O,9.0,9.0,6.0,6.0,6.0,0.895,0.4,1.4,2.0,4.0,-2.0,0.11223815,0.178503,0.304575,5.976602381,8.151683,13.618054,2.0,4.0,6.0,Handbook,True
LiInSiO4,0.0,2.059864610211167,1.4832836356249963,LiInSiO4,Olivine,1.0,1.83,2.05986461,0.0,Li,In,Si,Si,O,O,9.0,9.0,6.0,6.0,6.0,0.92,0.4,1.4,2.0,4.0,-2.0,0.1346615,0.178503,0.304575,5.589034981,8.151683,13.618054,2.0,4.0,6.0,Handbook,True
NaYbGeO4,0.0,1.8410368388566327,-1.5146460704166709,NaYbGeO4,Olivine,1.0,1.83,1.841036839,0.0,Na,Yb,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,1.141,0.53,1.4,2.0,4.0,-2.0,0.157202,0.1895892,0.304575,5.69661835,7.899435,13.618054,8.5,4.0,6.0,Handbook,True
MgMnSiO4,0.0,2.057826502006401,1.366045234999998,MgMnSiO4,Olivine,1.0,1.83,2.057826502,0.0,Mg,Mn,Si,Si,O,O,9.0,9.0,6.0,6.0,6.0,0.925,0.4,1.4,2.0,4.0,-2.0,0.1284642,0.178503,0.304575,7.5401265,8.151683,13.618054,4.5,4.0,6.0,Handbook,True
NaYGeO4,0.0,1.834929290653411,-0.737544222916668,NaYGeO4,Olivine,1.0,1.83,1.834929291,0.0,Na,Y,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,1.1575,0.53,1.4,2.0,4.0,-2.0,0.1074563,0.1895892,0.304575,5.67816835,7.899435,13.618054,2.0,4.0,6.0,Handbook,True
NaTbGeO4,0.0,1.8313531143709616,-0.6325413922916638,NaTbGeO4,Olivine,1.0,1.83,1.831353114,0.0,Na,Tb,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,1.1675,0.53,1.4,2.0,4.0,-2.0,0.1460385,0.1895892,0.304575,5.50143835,7.899435,13.618054,6.0,4.0,6.0,Handbook,True
NaSmGeO4,0.0,1.824974086293485,-0.9504971154166632,NaSmGeO4,Olivine,1.0,1.83,1.824974086,1.0,Na,Sm,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,1.186,0.53,1.4,2.0,4.0,-2.0,0.139341,0.1895892,0.304575,5.39139335,7.899435,13.618054,4.5,4.0,6.0,Handbook,True
MnZnGeO4,0.0,1.9500495416608712,1.7559482333333385,MnZnGeO4,Olivine,1.0,1.83,1.950049542,0.0,Mn,Zn,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,0.93,0.53,1.4,2.0,4.0,-2.0,0.1452181,0.1895892,0.304575,8.4141085,7.899435,13.618054,9.5,4.0,6.0,Handbook,True
MnNiGeS4,0.0,2.2759582499907407,3.692888265000001,MnNiGeS4,Olivine,1.0,1.83,2.27595825,0.0,Mn,Ni,Ge,Ge,S,S,9.0,9.0,6.0,6.0,6.0,0.825,0.53,1.84,2.0,4.0,-2.0,0.1412456,0.1895892,0.23596,7.5369475,7.899435,10.36001,8.5,4.0,6.0,Handbook,True
MgMnGeO4,0.0,1.9535701385014892,1.5293678733333316,MgMnGeO4,Olivine,1.0,1.83,1.953570139,0.0,Mg,Mn,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,0.925,0.53,1.4,2.0,4.0,-2.0,0.1284642,0.1895892,0.304575,7.5401265,7.899435,13.618054,4.5,4.0,6.0,Handbook,True
LuNaGeO4,0.0,1.8429403561318225,-0.4665748897916693,LuNaGeO4,Olivine,1.0,1.83,1.842940356,0.0,Lu,Na,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,1.136,0.53,1.4,2.0,4.0,-2.0,0.159432,0.1895892,0.304575,5.28247385,7.899435,13.618054,9.0,4.0,6.0,Handbook,True
LiYGeO4,0.0,1.9075818952302803,0.115676982083329,LiYGeO4,Olivine,1.0,1.83,1.907581895,0.0,Li,Y,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,0.9975,0.53,1.4,2.0,4.0,-2.0,0.1133958,0.1895892,0.304575,5.80448738,7.899435,13.618054,2.0,4.0,6.0,Handbook,True
NaTmGeO4,0.0,1.8391581823368253,-0.5567255522916703,NaTmGeO4,Olivine,1.0,1.83,1.839158182,0.0,Na,Tm,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,1.146,0.53,1.4,2.0,4.0,-2.0,0.1549692,0.1895892,0.304575,5.66169335,7.899435,13.618054,8.0,4.0,6.0,Handbook,True
Ca2SiS4,0.0,2.259670567714572,2.235883515000001,Ca2SiS4,Olivine,1.0,1.83,2.259670568,0.0,Ca,Ca,Si,Si,S,S,9.0,9.0,6.0,6.0,6.0,1.18,0.4,1.84,2.0,4.0,-2.0,0.1154119,0.178503,0.23596,6.1131552,8.151683,10.36001,2.0,4.0,6.0,Handbook,True
Cr2BeO4,0.0,2.2992298052348112,4.822935619999999,Cr2BeO4,Olivine,1.0,1.83,2.299229805,0.0,Cr,Cr,Be,Be,O,O,9.0,9.0,6.0,6.0,6.0,0.615,0.45,1.4,3.0,2.0,-2.0,0.1313053,0.144986,0.304575,6.76651,9.322699,13.618054,6.0,2.0,6.0,Handbook,True
Er2ZnS4,0.0,2.0623878318560225,2.7821574492857097,Er2ZnS4,Olivine,1.0,1.83,2.062387832,0.0,Er,Er,Zn,Zn,S,S,9.0,9.0,6.0,6.0,6.0,1.062,0.74,1.84,3.0,2.0,-2.0,0.212261,0.1551518,0.23596,6.1077,9.394199,10.36001,14.0,12.0,6.0,Handbook,True
Ca2SnS4,0.0,1.974920768864932,2.60059697,Ca2SnS4,Olivine,1.0,1.83,1.974920769,0.0,Ca,Ca,Sn,Sn,S,S,9.0,9.0,6.0,6.0,6.0,1.18,0.69,1.84,2.0,4.0,-2.0,0.1154119,0.178052,0.23596,6.1131552,7.343917,10.36001,2.0,4.0,6.0,Handbook,True
Cd2GeO4,0.0,1.8574208710745808,0.9497311933333314,Cd2GeO4,Olivine,1.0,1.83,1.857420871,0.0,Cd,Cd,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,1.1,0.53,1.4,2.0,4.0,-2.0,0.1504066,0.1895892,0.304575,8.993822,7.899435,13.618054,12.0,4.0,6.0,Handbook,True
FeMnSiO4,0.0,2.051906103979999,1.3442468850000076,FeMnSiO4,Olivine,1.0,1.83,2.051906104,0.0,Fe,Mn,Si,Si,O,O,9.0,9.0,6.0,6.0,6.0,0.94,0.4,1.4,2.0,4.0,-2.0,0.1372688,0.178503,0.304575,7.6682429,8.151683,13.618054,7.5,4.0,6.0,Handbook,True
Mn2SiS4,0.0,2.318372170063833,4.004382925000002,Mn2SiS4,Olivine,1.0,1.83,2.31837217,0.0,Mn,Mn,Si,Si,S,S,9.0,9.0,6.0,6.0,6.0,0.96,0.4,1.84,2.0,4.0,-2.0,0.1352844,0.178503,0.23596,7.434018,8.151683,10.36001,7.0,4.0,6.0,Handbook,True
Mg2GeS4,0.0,2.217876283779177,4.257243096666668,Mg2GeS4,Olivine,1.0,1.83,2.217876284,0.0,Mg,Mg,Ge,Ge,S,S,9.0,9.0,6.0,6.0,6.0,0.89,0.53,1.84,2.0,4.0,-2.0,0.121644,0.1895892,0.23596,7.646235,7.899435,10.36001,2.0,4.0,6.0,Handbook,True
Fe2SiS4,0.0,2.3337969757769184,5.136893364999995,Fe2SiS4,Olivine,1.0,1.83,2.333796976,0.0,Fe,Fe,Si,Si,S,S,9.0,9.0,6.0,6.0,6.0,0.92,0.4,1.84,2.0,4.0,-2.0,0.1392532,0.178503,0.23596,7.9024678,8.151683,10.36001,8.0,4.0,6.0,Handbook,True
CaYbInSe4,0.0,2.091716967809301,1.9347534243750035,CaYbInSe4,Olivine,1.0,1.83,2.091716968,0.0,Ca,Yb,In,In,Se,Se,9.0,9.0,6.0,6.0,6.0,1.111,0.8,1.98,2.5,3.0,-2.0,0.16830095,0.16423,0.2240328,6.1836576,5.7863552,9.752392,9.0,3.0,6.0,Handbook,True
MnNaAsO4,0.0,1.919432785035145,-0.6893208549999983,MnNaAsO4,Olivine,1.0,1.83,1.919432785,0.0,Mn,Na,As,As,O,O,9.0,9.0,6.0,6.0,6.0,1.1,0.46,1.4,1.5,5.0,-2.0,0.1142492,0.2068208,0.304575,6.28654735,9.789,13.618054,4.0,5.0,6.0,Handbook,True
Mn2GeO4,0.0,1.9300681176884469,0.786472323333335,Mn2GeO4,Olivine,1.0,1.83,1.930068118,0.0,Mn,Mn,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,0.96,0.53,1.4,2.0,4.0,-2.0,0.1352844,0.1895892,0.304575,7.434018,7.899435,13.618054,7.0,4.0,6.0,Handbook,True
MnScGaS4,0.0,2.181849374075744,3.276108793750004,MnScGaS4,Olivine,1.0,1.83,2.181849374,0.0,Mn,Sc,Ga,Ga,S,S,9.0,9.0,6.0,6.0,6.0,0.915,0.62,1.84,2.5,3.0,-2.0,0.12733385,0.1723773,0.23596,6.997754,5.9993018,10.36001,5.0,3.0,6.0,Handbook,True
LiMnAsO4,0.0,1.984031627486574,0.2100404699999956,LiMnAsO4,Olivine,1.0,1.83,1.984031627,0.0,Li,Mn,As,As,O,O,9.0,9.0,6.0,6.0,6.0,0.94,0.46,1.4,1.5,5.0,-2.0,0.1201887,0.2068208,0.304575,6.412866381,9.789,13.618054,4.0,5.0,6.0,Handbook,True
LiScGeO4,0.0,1.975947807507524,1.041337611458328,LiScGeO4,Olivine,1.0,1.83,1.975947808,0.0,Li,Sc,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,0.895,0.53,1.4,2.0,4.0,-2.0,0.11223815,0.1895892,0.304575,5.976602381,7.899435,13.618054,2.0,4.0,6.0,Handbook,True
LiInGeO4,0.0,1.9571482922184824,1.4473892339583294,LiInGeO4,Olivine,1.0,1.83,1.957148292,0.0,Li,In,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,0.92,0.53,1.4,2.0,4.0,-2.0,0.1346615,0.1895892,0.304575,5.589034981,7.899435,13.618054,2.0,4.0,6.0,Handbook,True
HoNaGeO4,0.0,1.835473736682389,-0.6744329985416648,HoNaGeO4,Olivine,1.0,1.83,1.835473737,0.0,Ho,Na,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,1.156,0.53,1.4,2.0,4.0,-2.0,0.1505045,0.1895892,0.304575,5.58028835,7.899435,13.618054,7.0,4.0,6.0,Handbook,True
