Compound,Type,Label,n,criterion,t_RP,p_Label,A1,A2,B1,B2,X1,X2,cnA1,cnA2,cnB1,cnB2,cnX,rA,rB,rX,nA,nB,nX,xA,xB,xX,iA,iB,iX,vA,vB,vX,Source,train,Substance
Gd2PdO4,high-Tc,0,1,1.83,1.879428467,0,Gd,Gd,Pd,Pd,O,O,9,9,6,6,6,1.107,0.86,1.4,3.0,2.0,-2.0,0.1944,0.1440276,0.304575,6.149796,8.33686,13.618054,10.0,10.0,6.0,Handbook,True,Gd2PdO4
Gd2CuO4,high-Tc,0,1,1.83,1.819710548,1,Gd,Gd,Cu,Cu,O,O,9,9,6,6,6,1.107,0.73,1.4,3.0,2.0,-2.0,0.1944,0.1511716,0.304575,6.149796,7.72638,13.618054,10.0,11.0,6.0,Handbook,True,Gd2CuO4
La2PdO4,high-Tc,0,1,1.83,1.77607853,1,La,La,Pd,Pd,O,O,9,9,6,6,6,1.216,0.86,1.4,3.0,2.0,-2.0,0.163142,0.1440276,0.304575,5.5769,8.33686,13.618054,3.0,10.0,6.0,Handbook,True,La2PdO4
Nd2PdO4,high-Tc,0,1,1.83,1.822705869,1,Nd,Nd,Pd,Pd,O,O,9,9,6,6,6,1.163,0.86,1.4,3.0,2.0,-2.0,0.176539,0.1440276,0.304575,5.525,8.33686,13.618054,6.0,10.0,6.0,Handbook,True,Nd2PdO4
Sm2PdO4,high-Tc,0,1,1.83,1.853064977,0,Sm,Sm,Pd,Pd,O,O,9,9,6,6,6,1.132,0.86,1.4,3.0,2.0,-2.0,0.185468,0.1440276,0.304575,5.64371,8.33686,13.618054,8.0,10.0,6.0,Handbook,True,Sm2PdO4
Lu2CaO4,CaV2O4,0,1,1.83,2.122161933,0,Lu,Lu,Ca,Ca,O,O,9,9,6,6,6,1.032,1.0,1.4,3.0,2.0,-2.0,0.22565,0.1154119,0.304575,5.425871,6.1131552,13.618054,17.0,2.0,6.0,Handbook,True,Lu2CaO4
Sc2MgO4,CaV2O4,0,1,1.83,2.079332307,0,Sc,Sc,Mg,Mg,O,O,9,9,6,6,6,0.87,0.72,1.4,3.0,2.0,-2.0,0.1193833,0.121644,0.304575,6.56149,7.646235,13.618054,3.0,2.0,6.0,Handbook,True,Sc2MgO4
Yb2CaO4,CaV2O4,0,1,1.83,2.104226416,0,Yb,Yb,Ca,Ca,O,O,9,9,6,6,6,1.042,1.0,1.4,3.0,2.0,-2.0,0.22119,0.1154119,0.304575,6.25416,6.1131552,13.618054,16.0,2.0,6.0,Handbook,True,Yb2CaO4
Cs2AgF4,RP,1,1,1.72,1.468371938,1,Cs,Cs,Ag,Ag,F,F,9,9,6,6,6,1.78,0.94,1.33,1.0,2.0,-1.0,0.1542125,0.1472165,0.344443,3.893905548,7.576234,17.42282,1.0,11.0,7.0,Handbook,True,Cs2AgF4
Cs2YbCl4,RP,1,1,1.72,1.66047491,1,Cs,Cs,Yb,Yb,Cl,Cl,9,9,6,6,6,1.78,1.02,1.81,1.0,2.0,-1.0,0.1542125,0.22119,0.263803,3.893905548,6.25416,12.96763,1.0,16.0,7.0,Handbook,True,Cs2YbCl4
Rb2ZnF4,RP,1,1,1.72,1.546738029,1,Rb,Rb,Zn,Zn,F,F,9,9,6,6,6,1.63,0.74,1.33,1.0,2.0,-1.0,0.104686,0.1551518,0.344443,4.177128,9.394199,17.42282,1.0,12.0,7.0,Handbook,True,Rb2ZnF4
Rb2NiF4,RP,1,1,1.72,1.567551184,1,Rb,Rb,Ni,Ni,F,F,9,9,6,6,6,1.63,0.69,1.33,1.0,2.0,-1.0,0.104686,0.1472068,0.344443,4.177128,7.639877,17.42282,1.0,10.0,7.0,Handbook,True,Rb2NiF4
Rb2MnF4,RP,1,1,1.72,1.525150338,1,Rb,Rb,Mn,Mn,F,F,9,9,6,6,6,1.63,0.83,1.33,1.0,2.0,-1.0,0.104686,0.1352844,0.344443,4.177128,7.434018,17.42282,1.0,7.0,7.0,Handbook,True,Rb2MnF4
Rb2MnBr2Cl2,RP,1,1,1.72,1.766298864,0,Rb,Rb,Mn,Mn,Br,Cl,9,9,6,6,6,1.63,0.83,1.885,1.0,2.0,-1.0,0.104686,0.1352844,0.2525304,4.177128,7.434018,12.39072,1.0,7.0,7.0,Handbook,True,Rb2MnBr2Cl2
Cs2CdCl4,RP,1,1,1.72,1.665156788,1,Cs,Cs,Cd,Cd,Cl,Cl,9,9,6,6,6,1.78,0.95,1.81,1.0,2.0,-1.0,0.1542125,0.1504066,0.263803,3.893905548,8.993822,12.96763,1.0,12.0,7.0,Handbook,True,Cs2CdCl4
Rb2CdCl4,RP,1,1,1.72,1.719994287,1,Rb,Rb,Cd,Cd,Cl,Cl,9,9,6,6,6,1.63,0.95,1.81,1.0,2.0,-1.0,0.104686,0.1504066,0.263803,4.177128,8.993822,12.96763,1.0,12.0,7.0,Handbook,True,Rb2CdCl4
Cs2CrCl4,RP,1,1,1.72,1.706155593,1,Cs,Cs,Cr,Cr,Cl,Cl,9,9,6,6,6,1.78,0.8,1.81,1.0,2.0,-1.0,0.1542125,0.1313053,0.263803,3.893905548,6.76651,12.96763,1.0,6.0,7.0,Handbook,True,Cs2CrCl4
Cs2TmCl4,RP,1,1,1.72,1.66046274,1,Cs,Cs,Tm,Tm,Cl,Cl,9,9,6,6,6,1.78,1.03,1.81,1.0,2.0,-1.0,0.1542125,0.2167244,0.263803,3.893905548,6.18431,12.96763,1.0,15.0,7.0,Handbook,True,Cs2TmCl4
K2ZnF4,RP,1,1,1.72,1.568562411,1,K,K,Zn,Zn,F,F,9,9,6,6,6,1.55,0.74,1.33,1.0,2.0,-1.0,0.0981896,0.1551518,0.344443,4.34066354,9.394199,17.42282,1.0,12.0,7.0,Handbook,True,K2ZnF4
Tl2CuF4,RP,1,1,1.72,1.560575069,1,Tl,Tl,Cu,Cu,F,F,9,9,6,6,6,1.59,0.73,1.33,1.0,2.0,-1.0,0.173447,0.1511716,0.344443,6.108287,7.72638,17.42282,3.0,11.0,7.0,Handbook,True,Tl2CuF4
Cs2MnCl4,RP,1,1,1.72,1.694155443,1,Cs,Cs,Mn,Mn,Cl,Cl,9,9,6,6,6,1.78,0.83,1.81,1.0,2.0,-1.0,0.1542125,0.1352844,0.263803,3.893905548,7.434018,12.96763,1.0,7.0,7.0,Handbook,True,Cs2MnCl4
Tl2NiF4,RP,1,1,1.72,1.576680633,1,Tl,Tl,Ni,Ni,F,F,9,9,6,6,6,1.59,0.69,1.33,1.0,2.0,-1.0,0.173447,0.1472068,0.344443,6.108287,7.639877,17.42282,3.0,10.0,7.0,Handbook,True,Tl2NiF4
KRbMnF4,RP,1,1,1.72,1.538360331,1,K,Rb,Mn,Mn,F,F,9,9,6,6,6,1.59,0.83,1.33,1.0,2.0,-1.0,0.1014378,0.1352844,0.344443,4.25889577,7.434018,17.42282,1.0,7.0,7.0,Handbook,True,KRbMnF4
KRbCuF4,RP,1,1,1.72,1.560575069,1,K,Rb,Cu,Cu,F,F,9,9,6,6,6,1.59,0.73,1.33,1.0,2.0,-1.0,0.1014378,0.1511716,0.344443,4.25889577,7.72638,17.42282,1.0,11.0,7.0,Handbook,True,KRbCuF4
Rb2MnBr4,RP,1,1,1.72,1.795986779,0,Rb,Rb,Mn,Mn,Br,Br,9,9,6,6,6,1.63,0.83,1.96,1.0,2.0,-1.0,0.104686,0.1352844,0.2412578,4.177128,7.434018,11.81381,1.0,7.0,7.0,Handbook,True,Rb2MnBr4
Rb2HgF4,RP,1,1,1.72,1.533478029,1,Rb,Rb,Hg,Hg,F,F,9,9,6,6,6,1.63,1.02,1.33,1.0,2.0,-1.0,0.104686,0.169,0.344443,4.177128,10.437504,17.42282,1.0,12.0,7.0,Handbook,True,Rb2HgF4
K2MgF4,RP,1,1,1.72,1.57490077,1,K,K,Mg,Mg,F,F,9,9,6,6,6,1.55,0.72,1.33,1.0,2.0,-1.0,0.0981896,0.121644,0.344443,4.34066354,7.646235,17.42282,1.0,2.0,7.0,Handbook,True,K2MgF4
Rb2MgCl4,RP,1,1,1.72,1.780639406,0,Rb,Rb,Mg,Mg,Cl,Cl,9,9,6,6,6,1.63,0.72,1.81,1.0,2.0,-1.0,0.104686,0.121644,0.263803,4.177128,7.646235,12.96763,1.0,2.0,7.0,Handbook,True,Rb2MgCl4
Cs2CuF4,RP,1,1,1.72,1.517976504,1,Cs,Cs,Cu,Cu,F,F,9,9,6,6,6,1.78,0.73,1.33,1.0,2.0,-1.0,0.1542125,0.1511716,0.344443,3.893905548,7.72638,17.42282,1.0,11.0,7.0,Handbook,True,Cs2CuF4
Cs2CaBr4,RP,1,1,1.72,1.715616715,1,Cs,Cs,Ca,Ca,Br,Br,9,9,6,6,6,1.78,1.0,1.96,1.0,2.0,-1.0,0.1542125,0.1154119,0.2412578,3.893905548,6.1131552,11.81381,1.0,2.0,7.0,Handbook,True,Cs2CaBr4
Cs2CaCl4,RP,1,1,1.72,1.66097912,1,Cs,Cs,Ca,Ca,Cl,Cl,9,9,6,6,6,1.78,1.0,1.81,1.0,2.0,-1.0,0.1542125,0.1154119,0.263803,3.893905548,6.1131552,12.96763,1.0,2.0,7.0,Handbook,True,Cs2CaCl4
Cs2HgF4,RP,1,1,1.72,1.470261482,1,Cs,Cs,Hg,Hg,F,F,9,9,6,6,6,1.78,1.02,1.33,1.0,2.0,-1.0,0.1542125,0.169,0.344443,3.893905548,10.437504,17.42282,1.0,12.0,7.0,Handbook,True,Cs2HgF4
Cs2MnF4,RP,1,1,1.72,1.483291554,1,Cs,Cs,Mn,Mn,F,F,9,9,6,6,6,1.78,0.83,1.33,1.0,2.0,-1.0,0.1542125,0.1352844,0.344443,3.893905548,7.434018,17.42282,1.0,7.0,7.0,Handbook,True,Cs2MnF4
Rb2FeF4,RP,1,1,1.72,1.534794248,1,Rb,Rb,Fe,Fe,F,F,9,9,6,6,6,1.63,0.78,1.33,1.0,2.0,-1.0,0.104686,0.1392532,0.344443,4.177128,7.9024678,17.42282,1.0,8.0,7.0,Handbook,True,Rb2FeF4
Cs2CaF4,RP,1,1,1.72,1.468872975,1,Cs,Cs,Ca,Ca,F,F,9,9,6,6,6,1.78,1.0,1.33,1.0,2.0,-1.0,0.1542125,0.1154119,0.344443,3.893905548,6.1131552,17.42282,1.0,2.0,7.0,Handbook,True,Cs2CaF4
Rb2MnCl4,RP,1,1,1.72,1.736014227,0,Rb,Rb,Mn,Mn,Cl,Cl,9,9,6,6,6,1.63,0.83,1.81,1.0,2.0,-1.0,0.104686,0.1352844,0.263803,4.177128,7.434018,12.96763,1.0,7.0,7.0,Handbook,True,Rb2MnCl4
K2MgCl4,RP,1,1,1.72,1.801300033,0,K,K,Mg,Mg,Cl,Cl,9,9,6,6,6,1.55,0.72,1.81,1.0,2.0,-1.0,0.0981896,0.121644,0.263803,4.34066354,7.646235,12.96763,1.0,2.0,7.0,Handbook,True,K2MgCl4
K2FeF4,RP,1,1,1.72,1.559041789,1,K,K,Fe,Fe,F,F,9,9,6,6,6,1.55,0.78,1.33,1.0,2.0,-1.0,0.0981896,0.1392532,0.344443,4.34066354,7.9024678,17.42282,1.0,8.0,7.0,Handbook,True,K2FeF4
Rb2CuF4,RP,1,1,1.72,1.550356451,1,Rb,Rb,Cu,Cu,F,F,9,9,6,6,6,1.63,0.73,1.33,1.0,2.0,-1.0,0.104686,0.1511716,0.344443,4.177128,7.72638,17.42282,1.0,11.0,7.0,Handbook,True,Rb2CuF4
Rb2MgF4,RP,1,1,1.72,1.554240143,1,Rb,Rb,Mg,Mg,F,F,9,9,6,6,6,1.63,0.72,1.33,1.0,2.0,-1.0,0.104686,0.121644,0.344443,4.177128,7.646235,17.42282,1.0,2.0,7.0,Handbook,True,Rb2MgF4
Tl2CoF4,RP,1,1,1.72,1.555669172,1,Tl,Tl,Co,Co,F,F,9,9,6,6,6,1.59,0.745,1.33,1.0,2.0,-1.0,0.173447,0.1432363,0.344443,6.108287,7.88101,17.42282,3.0,9.0,7.0,Handbook,True,Tl2CoF4
K2NiF4,RP,1,1,1.72,1.586525961,1,K,K,Ni,Ni,F,F,9,9,6,6,6,1.55,0.69,1.33,1.0,2.0,-1.0,0.0981896,0.1472068,0.344443,4.34066354,7.639877,17.42282,1.0,10.0,7.0,Handbook,True,K2NiF4
K2MnF4,RP,1,1,1.72,1.552606175,1,K,K,Mn,Mn,F,F,9,9,6,6,6,1.55,0.83,1.33,1.0,2.0,-1.0,0.0981896,0.1352844,0.344443,4.34066354,7.434018,17.42282,1.0,7.0,7.0,Handbook,True,K2MnF4
K2CoF4,RP,1,1,1.72,1.567146599,1,K,K,Co,Co,F,F,9,9,6,6,6,1.55,0.745,1.33,1.0,2.0,-1.0,0.0981896,0.1432363,0.344443,4.34066354,7.88101,17.42282,1.0,9.0,7.0,Handbook,True,K2CoF4
Rb2CoF4,RP,1,1,1.72,1.545026297,1,Rb,Rb,Co,Co,F,F,9,9,6,6,6,1.63,0.745,1.33,1.0,2.0,-1.0,0.104686,0.1432363,0.344443,4.177128,7.88101,17.42282,1.0,9.0,7.0,Handbook,True,Rb2CoF4
Rb2MnCl2I2,RP,1,1,1.72,1.813527356,0,Rb,Rb,Mn,Mn,Cl,I,9,9,6,6,6,1.63,0.83,2.005,1.0,2.0,-1.0,0.104686,0.1352844,0.2416603,4.177128,7.434018,11.709445,1.0,7.0,7.0,Handbook,True,Rb2MnCl2I2
K2BaCl4,Th3P4,0,1,1.72,1.916488405,0,K,K,Ba,Ba,Cl,Cl,9,9,6,6,6,1.55,1.35,1.81,1.0,2.0,-1.0,0.0981896,0.1586786,0.263803,4.34066354,5.211664,12.96763,1.0,2.0,7.0,Handbook,True,K2BaCl4
Rb2BaBr4,Th3P4,0,1,1.72,1.890877943,0,Rb,Rb,Ba,Ba,Br,Br,9,9,6,6,6,1.63,1.35,1.96,1.0,2.0,-1.0,0.104686,0.1586786,0.2412578,4.177128,5.211664,11.81381,1.0,2.0,7.0,Handbook,True,Rb2BaBr4
Rb2BaCl4,Th3P4,0,1,1.72,1.843853388,0,Rb,Rb,Ba,Ba,Cl,Cl,9,9,6,6,6,1.63,1.35,1.81,1.0,2.0,-1.0,0.104686,0.1586786,0.263803,4.177128,5.211664,12.96763,1.0,2.0,7.0,Handbook,True,Rb2BaCl4
Cs2BaBr4,Th3P4,0,1,1.72,1.780139615,0,Cs,Cs,Ba,Ba,Br,Br,9,9,6,6,6,1.78,1.35,1.96,1.0,2.0,-1.0,0.1542125,0.1586786,0.2412578,3.893905548,5.211664,11.81381,1.0,2.0,7.0,Handbook,True,Cs2BaBr4
Cs2BaCl4,Th3P4,0,1,1.72,1.733115061,0,Cs,Cs,Ba,Ba,Cl,Cl,9,9,6,6,6,1.78,1.35,1.81,1.0,2.0,-1.0,0.1542125,0.1586786,0.263803,3.893905548,5.211664,12.96763,1.0,2.0,7.0,Handbook,True,Cs2BaCl4
K2PbCl4,Th3P4,0,1,1.72,1.822719374,0,K,K,Pb,Pb,Cl,Cl,9,9,6,6,6,1.55,1.19,1.81,1.0,2.0,-1.0,0.0981896,0.177911,0.263803,4.34066354,7.4166796,12.96763,1.0,4.0,7.0,Handbook,True,K2PbCl4
K2EuCl4,Th3P4,0,1,1.72,1.813569461,0,K,K,Eu,Eu,Cl,Cl,9,9,6,6,6,1.55,1.17,1.81,1.0,2.0,-1.0,0.0981896,0.189935,0.263803,4.34066354,5.670385,12.96763,1.0,9.0,7.0,Handbook,True,K2EuCl4
K2SrCl4,Th3P4,0,1,1.72,1.818069437,0,K,K,Sr,Sr,Cl,Cl,9,9,6,6,6,1.55,1.18,1.81,1.0,2.0,-1.0,0.0981896,0.1185082,0.263803,4.34066354,5.6948672,12.96763,1.0,2.0,7.0,Handbook,True,K2SrCl4
Rb2CoI4,Spinel,0,1,1.72,1.927334843,0,Rb,Rb,Co,Co,I,I,9,9,6,6,6,1.63,0.745,2.2,1.0,2.0,-1.0,0.104686,0.1432363,0.2195176,4.177128,7.88101,10.45126,1.0,9.0,7.0,Handbook,True,Rb2CoI4
Li2VCl4,Spinel,0,1,1.72,2.251009187,0,Li,Li,V,V,Cl,Cl,9,9,6,6,6,0.92,0.79,1.81,1.0,2.0,-1.0,0.105093,0.1273344,0.263803,5.391714761,6.746187,12.96763,1.0,5.0,7.0,Handbook,True,Li2VCl4
Li2MgCl4,Spinel,0,1,1.72,2.19800117,0,Li,Li,Mg,Mg,Cl,Cl,9,9,6,6,6,0.92,0.72,1.81,1.0,2.0,-1.0,0.105093,0.121644,0.263803,5.391714761,7.646235,12.96763,1.0,2.0,7.0,Handbook,True,Li2MgCl4
Li2CoCl4,Spinel,0,1,1.72,2.214442905,0,Li,Li,Co,Co,Cl,Cl,9,9,6,6,6,0.92,0.745,1.81,1.0,2.0,-1.0,0.105093,0.1432363,0.263803,5.391714761,7.88101,12.96763,1.0,9.0,7.0,Handbook,True,Li2CoCl4
Li2NiF4,Spinel,0,1,1.72,1.950857386,0,Li,Li,Ni,Ni,F,F,9,9,6,6,6,0.92,0.69,1.33,1.0,2.0,-1.0,0.105093,0.1472068,0.344443,5.391714761,7.639877,17.42282,1.0,10.0,7.0,Handbook,True,Li2NiF4
Li2MnBr2Cl2,Spinel,0,1,1.72,2.320929494,0,Li,Li,Mn,Mn,Br,Cl,9,9,6,6,6,0.92,0.83,1.885,1.0,2.0,-1.0,0.105093,0.1352844,0.2525304,5.391714761,7.434018,12.39072,1.0,7.0,7.0,Handbook,True,Li2MnBr2Cl2
Na2BeCl4,Olivine,0,1,1.72,2.137246612,0,Na,Na,Be,Be,Cl,Cl,9,9,6,6,6,1.24,0.45,1.81,1.0,2.0,-1.0,0.093214,0.144986,0.263803,5.1390767,9.322699,12.96763,1.0,2.0,7.0,Handbook,True,Na2BeCl4
Li2BeCl4,Olivine,0,1,1.72,2.244796443,0,Li,Li,Be,Be,Cl,Cl,9,9,6,6,6,0.92,0.45,1.81,1.0,2.0,-1.0,0.105093,0.144986,0.263803,5.391714761,9.322699,12.96763,1.0,2.0,7.0,Handbook,True,Li2BeCl4
Na2ZnCl4,Olivine,0,1,1.72,1.920091466,0,Na,Na,Zn,Zn,Cl,Cl,9,9,6,6,6,1.24,0.74,1.81,1.0,2.0,-1.0,0.093214,0.1551518,0.263803,5.1390767,9.394199,12.96763,1.0,12.0,7.0,Handbook,True,Na2ZnCl4
Li2ZnI4,Olivine,0,1,1.72,2.37120655,0,Li,Li,Zn,Zn,I,I,9,9,6,6,6,0.92,0.74,2.2,1.0,2.0,-1.0,0.105093,0.1551518,0.2195176,5.391714761,9.394199,10.45126,1.0,12.0,7.0,Handbook,True,Li2ZnI4
Li2ZnCl4,Olivine,0,1,1.72,2.210927453,0,Li,Li,Zn,Zn,Cl,Cl,9,9,6,6,6,0.92,0.74,1.81,1.0,2.0,-1.0,0.105093,0.1551518,0.263803,5.391714761,9.394199,12.96763,1.0,12.0,7.0,Handbook,True,Li2ZnCl4
Na2CoCl4,Olivine,0,1,1.72,1.919663424,0,Na,Na,Co,Co,Cl,Cl,9,9,6,6,6,1.24,0.745,1.81,1.0,2.0,-1.0,0.093214,0.1432363,0.263803,5.1390767,7.88101,12.96763,1.0,9.0,7.0,Handbook,True,Na2CoCl4
Na2ZnBr4,Olivine,0,1,1.72,1.98360638,0,Na,Na,Zn,Zn,Br,Br,9,9,6,6,6,1.24,0.74,1.96,1.0,2.0,-1.0,0.093214,0.1551518,0.2412578,5.1390767,9.394199,11.81381,1.0,12.0,7.0,Handbook,True,Na2ZnBr4
Li2ZnBr4,Olivine,0,1,1.72,2.274442368,0,Li,Li,Zn,Zn,Br,Br,9,9,6,6,6,0.92,0.74,1.96,1.0,2.0,-1.0,0.105093,0.1551518,0.2412578,5.391714761,9.394199,11.81381,1.0,12.0,7.0,Handbook,True,Li2ZnBr4
LiNaBeF4,Olivine,0,1,1.72,1.892784039,0,Li,Na,Be,Be,F,F,9,9,6,6,6,1.08,0.45,1.33,1.0,2.0,-1.0,0.0991535,0.144986,0.344443,5.265395731,9.322699,17.42282,1.0,2.0,7.0,Handbook,True,LiNaBeF4
Cs2BeCl4,K2SO4,0,1,1.72,2.069460246,0,Cs,Cs,Be,Be,Cl,Cl,9,9,6,6,6,1.78,0.45,1.81,1.0,2.0,-1.0,0.1542125,0.144986,0.263803,3.893905548,9.322699,12.96763,1.0,2.0,7.0,Handbook,True,Cs2BeCl4
K2BeCl4,K2SO4,0,1,1.72,2.089835062,0,K,K,Be,Be,Cl,Cl,9,9,6,6,6,1.55,0.45,1.81,1.0,2.0,-1.0,0.0981896,0.144986,0.263803,4.34066354,9.322699,12.96763,1.0,2.0,7.0,Handbook,True,K2BeCl4
Cs2ZnI4,K2SO4,0,1,1.72,1.897062838,0,Cs,Cs,Zn,Zn,I,I,9,9,6,6,6,1.78,0.74,2.2,1.0,2.0,-1.0,0.1542125,0.1551518,0.2195176,3.893905548,9.394199,10.45126,1.0,12.0,7.0,Handbook,True,Cs2ZnI4
Rb2ZnBr4,K2SO4,0,1,1.72,1.833571801,0,Rb,Rb,Zn,Zn,Br,Br,9,9,6,6,6,1.63,0.74,1.96,1.0,2.0,-1.0,0.104686,0.1551518,0.2412578,4.177128,9.394199,11.81381,1.0,12.0,7.0,Handbook,True,Rb2ZnBr4
Rb2CoCl4,K2SO4,0,1,1.72,1.767594501,0,Rb,Rb,Co,Co,Cl,Cl,9,9,6,6,6,1.63,0.745,1.81,1.0,2.0,-1.0,0.104686,0.1432363,0.263803,4.177128,7.88101,12.96763,1.0,9.0,7.0,Handbook,True,Rb2CoCl4
Cs2HgCl4,K2SO4,0,1,1.72,1.66047491,1,Cs,Cs,Hg,Hg,Cl,Cl,9,9,6,6,6,1.78,1.02,1.81,1.0,2.0,-1.0,0.1542125,0.169,0.263803,3.893905548,10.437504,12.96763,1.0,12.0,7.0,Handbook,True,Cs2HgCl4
Cs2CuBr4,K2SO4,0,1,1.72,1.806768208,0,Cs,Cs,Cu,Cu,Br,Br,9,9,6,6,6,1.78,0.73,1.96,1.0,2.0,-1.0,0.1542125,0.1511716,0.2412578,3.893905548,7.72638,11.81381,1.0,11.0,7.0,Handbook,True,Cs2CuBr4
Cs2MnBr4,K2SO4,0,1,1.72,1.754127995,0,Cs,Cs,Mn,Mn,Br,Br,9,9,6,6,6,1.78,0.83,1.96,1.0,2.0,-1.0,0.1542125,0.1352844,0.2412578,3.893905548,7.434018,11.81381,1.0,7.0,7.0,Handbook,True,Cs2MnBr4
Cs2ZnBr4,K2SO4,0,1,1.72,1.800298656,0,Cs,Cs,Zn,Zn,Br,Br,9,9,6,6,6,1.78,0.74,1.96,1.0,2.0,-1.0,0.1542125,0.1551518,0.2412578,3.893905548,9.394199,11.81381,1.0,12.0,7.0,Handbook,True,Cs2ZnBr4
Tl2CoBr4,K2SO4,0,1,1.72,1.841538794,0,Tl,Tl,Co,Co,Br,Br,9,9,6,6,6,1.59,0.745,1.96,1.0,2.0,-1.0,0.173447,0.1432363,0.2412578,6.108287,7.88101,11.81381,3.0,9.0,7.0,Handbook,True,Tl2CoBr4
K2CoBr4,K2SO4,0,1,1.72,1.853016221,0,K,K,Co,Co,Br,Br,9,9,6,6,6,1.55,0.745,1.96,1.0,2.0,-1.0,0.0981896,0.1432363,0.2412578,4.34066354,7.88101,11.81381,1.0,9.0,7.0,Handbook,True,K2CoBr4
Cs2CoBr4,K2SO4,0,1,1.72,1.797171617,0,Cs,Cs,Co,Co,Br,Br,9,9,6,6,6,1.78,0.745,1.96,1.0,2.0,-1.0,0.1542125,0.1432363,0.2412578,3.893905548,7.88101,11.81381,1.0,9.0,7.0,Handbook,True,Cs2CoBr4
Cs2CdBr4,K2SO4,0,1,1.72,1.721213778,0,Cs,Cs,Cd,Cd,Br,Br,9,9,6,6,6,1.78,0.95,1.96,1.0,2.0,-1.0,0.1542125,0.1504066,0.2412578,3.893905548,8.993822,11.81381,1.0,12.0,7.0,Handbook,True,Cs2CdBr4
Tl2BeF4,K2SO4,0,1,1.72,1.799272607,0,Tl,Tl,Be,Be,F,F,9,9,6,6,6,1.59,0.45,1.33,1.0,2.0,-1.0,0.173447,0.144986,0.344443,6.108287,9.322699,17.42282,3.0,2.0,7.0,Handbook,True,Tl2BeF4
Rb2BeF4,K2SO4,0,1,1.72,1.795389571,0,Rb,Rb,Be,Be,F,F,9,9,6,6,6,1.63,0.45,1.33,1.0,2.0,-1.0,0.104686,0.144986,0.344443,4.177128,9.322699,17.42282,1.0,2.0,7.0,Handbook,True,Rb2BeF4
K2BeF4,K2SO4,0,1,1.72,1.803460129,0,K,K,Be,Be,F,F,9,9,6,6,6,1.55,0.45,1.33,1.0,2.0,-1.0,0.0981896,0.144986,0.344443,4.34066354,9.322699,17.42282,1.0,2.0,7.0,Handbook,True,K2BeF4
Cs2BeF4,K2SO4,0,1,1.72,1.783085313,0,Cs,Cs,Be,Be,F,F,9,9,6,6,6,1.78,0.45,1.33,1.0,2.0,-1.0,0.1542125,0.144986,0.344443,3.893905548,9.322699,17.42282,1.0,2.0,7.0,Handbook,True,Cs2BeF4
Rb2CoBr4,K2SO4,0,1,1.72,1.830895919,0,Rb,Rb,Co,Co,Br,Br,9,9,6,6,6,1.63,0.745,1.96,1.0,2.0,-1.0,0.104686,0.1432363,0.2412578,4.177128,7.88101,11.81381,1.0,9.0,7.0,Handbook,True,Rb2CoBr4
Cs2CoI4,K2SO4,0,1,1.72,1.893610541,0,Cs,Cs,Co,Co,I,I,9,9,6,6,6,1.78,0.745,2.2,1.0,2.0,-1.0,0.1542125,0.1432363,0.2195176,3.893905548,7.88101,10.45126,1.0,9.0,7.0,Handbook,True,Cs2CoI4
Rb2ZnCl4,K2SO4,0,1,1.72,1.770056887,0,Rb,Rb,Zn,Zn,Cl,Cl,9,9,6,6,6,1.63,0.74,1.81,1.0,2.0,-1.0,0.104686,0.1551518,0.263803,4.177128,9.394199,12.96763,1.0,12.0,7.0,Handbook,True,Rb2ZnCl4
Cs2CdI4,K2SO4,0,1,1.72,1.806615906,0,Cs,Cs,Cd,Cd,I,I,9,9,6,6,6,1.78,0.95,2.2,1.0,2.0,-1.0,0.1542125,0.1504066,0.2195176,3.893905548,8.993822,10.45126,1.0,12.0,7.0,Handbook,True,Cs2CdI4
Rb2MnI4,K2SO4,0,1,1.72,1.887354217,0,Rb,Rb,Mn,Mn,I,I,9,9,6,6,6,1.63,0.83,2.2,1.0,2.0,-1.0,0.104686,0.1352844,0.2195176,4.177128,7.434018,10.45126,1.0,7.0,7.0,Handbook,True,Rb2MnI4
K2CuCl4,K2SO4,0,1,1.72,1.796438206,0,K,K,Cu,Cu,Cl,Cl,9,9,6,6,6,1.55,0.73,1.81,1.0,2.0,-1.0,0.0981896,0.1511716,0.263803,4.34066354,7.72638,12.96763,1.0,11.0,7.0,Handbook,True,K2CuCl4
K2ZnCl4,K2SO4,0,1,1.72,1.791881268,0,K,K,Zn,Zn,Cl,Cl,9,9,6,6,6,1.55,0.74,1.81,1.0,2.0,-1.0,0.0981896,0.1551518,0.263803,4.34066354,9.394199,12.96763,1.0,12.0,7.0,Handbook,True,K2ZnCl4
Cs2ZnCl4,K2SO4,0,1,1.72,1.736783741,0,Cs,Cs,Zn,Zn,Cl,Cl,9,9,6,6,6,1.78,0.74,1.81,1.0,2.0,-1.0,0.1542125,0.1551518,0.263803,3.893905548,9.394199,12.96763,1.0,12.0,7.0,Handbook,True,Cs2ZnCl4
Cs2MgCl4,K2SO4,0,1,1.72,1.749140504,0,Cs,Cs,Mg,Mg,Cl,Cl,9,9,6,6,6,1.78,0.72,1.81,1.0,2.0,-1.0,0.1542125,0.121644,0.263803,3.893905548,7.646235,12.96763,1.0,2.0,7.0,Handbook,True,Cs2MgCl4
