Descriptor,Accuracy_test,Accuracy_avg_fold_test,Num_features,Num_operators,Num_total,Unitless
(((rA-rX)*log(xX))/log(rX)),0.852941176,0.775153509,4,5,9,
(((rX/rA))^2*log((rA*xX))),0.852941176,0.775153509,4,5,9,
(exp((rX*xX))/sqrt((rA*xX))),0.852941176,0.775153509,4,5,9,
((exp(rA)*sqrt(xX))/sqrt(exp(rX))),0.852941176,0.775153509,3,6,9,
(exp(-(rA/rX))/sqrt((rA*xX))),0.852941176,0.775153509,4,6,9,
(sqrt(exp(xX))*((rA)^2/exp(rX))),0.852941176,0.775153509,3,6,9,
((xX+(rX/rA))-(exp(-rA))^2),0.852941176,0.775153509,4,6,9,
(exp((rX/rA))+exp(-(xX)^-1)),0.852941176,0.775153509,3,7,9,
(exp((xX)^2)*((rA)^2/exp(rX))),0.852941176,0.775153509,3,6,9,
(exp(xX)*log((rA/rX))),0.852941176,0.775153509,3,4,7,
log(((xX)^2+(rX/rA))),0.852941176,0.775153509,3,4,7,
(sqrt(exp(rX))/(exp(rA)*sqrt(xX))),0.852941176,0.775153509,3,6,9,
(((rA)^2/log(rX))/exp((xX)^2)),0.852941176,0.775153509,3,6,9,
(exp(-(xX/rX))-exp((rX/rA))),0.852941176,0.775153509,4,6,9,
(((rX)^2*sqrt(rX))/(exp(rA))^2),0.852941176,0.775153509,3,6,9,
(((rA-rX))^2-(xX*(rA)^2)),0.852941176,0.775153509,4,5,9,
(((rX/rA))^2+(xX/exp(rX))),0.852941176,0.775153509,4,5,9,
((exp(rA)/rX)+(sqrt(xX)/rA)),0.852941176,0.775153509,4,5,9,
(((rA+rX)/rA)+sqrt(exp(xX))),0.852941176,0.775153509,4,5,9,
(exp((xX/rA))*log((rA/rX))),0.852941176,0.775153509,4,5,9,
(((rA-rX)/rX)/sqrt(sqrt(rX))),0.852941176,0.775153509,4,5,9,
(sqrt(exp(rX))/rA),0.852941176,0.775153509,2,3,5,
((log(xX)/rA)/log((rX*xX))),0.852941176,0.775153509,4,5,9,
(((xX)^2/log(xX))-(rX/rA)),0.852941176,0.775153509,4,5,9,
(sqrt(xX)+((rX/rA))^2),0.852941176,0.775153509,3,4,7,
((exp(-rX))^2-(xX+(rX/rA))),0.852941176,0.775153509,4,6,9,
((rA/rX)/(xX+(rX/rA))),0.852941176,0.775153509,5,4,9,
((rA-rX)/((rA*xX)-rA)),0.852941176,0.775153509,5,4,9,
(exp(sqrt(xX))*((rA)^2/exp(rX))),0.852941176,0.775153509,3,6,9,
(((rX/rA)-xX)+sqrt(exp(-rA))),0.852941176,0.775153509,4,6,9,
(exp((rA*xX))+exp((rA/rX))),0.852941176,0.775153509,4,5,9,
((xX*(xX)^2)+sqrt((rX/rA))),0.852941176,0.775153509,4,5,9,
(exp((rA-rX))*sqrt((rA+rX))),0.852941176,0.775153509,4,5,9,
((sqrt(xX)/exp(xX))-(rA/rX)),0.852941176,0.775153509,4,5,9,
(xX+((rX/rA))^2),0.852941176,0.775153509,3,3,6,
(exp((rX-rA))/exp(-(xX/rA))),0.852941176,0.775153509,4,6,9,
(exp((rX-rA))/sqrt(rX)),0.852941176,0.775153509,3,4,7,
(((rX/rA))^2+(xX/exp(rA))),0.852941176,0.775153509,4,5,9,
((rX/rA)*(xX+(rX/rA))),0.852941176,0.775153509,5,4,9,
((xX)^2+((rA/rX)*exp(-xX))),0.852941176,0.775153509,4,6,9,
(log((rA/rX))/sqrt((rA*xX))),0.852941176,0.775153509,4,5,9,
((exp(rA))^2/(log(rX)*sqrt(rX))),0.852941176,0.775153509,3,6,9,
(((rB-rX)-rX)/(rA)^2),0.852941176,0.74997807,4,4,8,
(exp((rA-rX))*exp(-(xX/rA))),0.852941176,0.775153509,4,6,9,
(exp((rA)^2)/((rB)^2-(rX)^2)),0.852941176,0.74997807,3,6,9,
(((xX)^2+(rA/rX))/exp(xX)),0.852941176,0.775153509,4,5,9,
((rA/sqrt(rX))/exp((rX-rA))),0.852941176,0.775153509,4,5,9,
((exp(rA))^2/((rX)^2*sqrt(rA))),0.852941176,0.775153509,3,6,9,
(((rX/rA))^2+(xX*sqrt(xX))),0.852941176,0.775153509,4,5,9,
(sqrt(log(rX))/(exp(-rA)-exp(-xX))),0.852941176,0.775153509,3,8,9,
(exp((rA-rX))+exp(-(rX)^-1)),0.852941176,0.775153509,3,7,9,
((rX/rA)+((xX)^2/exp(rA))),0.852941176,0.775153509,4,5,9,
((rA+rB)*exp((rA-rX))),0.852941176,0.74997807,4,4,8,
(exp((rA)^2)*(sqrt(rB)/log(rX))),0.852941176,0.74997807,3,6,9,
((rA/rX)+((xX)^2*log(rX))),0.852941176,0.775153509,4,5,9,
((exp(-rB)/log(xX))-(rX/rA)),0.852941176,0.74997807,4,6,9,
((log(rA)/(rB-rX))/log(rX)),0.852941176,0.74995614,4,5,9,
(((xX)^2/exp(rX))-(rA/rX)),0.852941176,0.775153509,4,5,9,
(((rA-rX)/rX)/sqrt(sqrt(rA))),0.852941176,0.775153509,4,5,9,
(((xX)^2+(rX/rA)))^2,0.852941176,0.775153509,3,4,7,
(exp((rA-rX))-exp(xX)),0.852941176,0.775153509,3,4,7,
(((rA/rX))^2*sqrt((rA*xX))),0.852941176,0.775153509,4,5,9,
(((rA)^2/exp(rX))/sqrt(sqrt(rX))),0.852941176,0.775153509,3,6,9,
((xX+(rA/rX))*sqrt(sqrt(rA))),0.852941176,0.775153509,4,5,9,
((xX/exp(rA))-((rA/rX))^2),0.852941176,0.775153509,4,5,9,
(((xX)^2*log(rA))-(rX/rA)),0.852941176,0.775153509,4,5,9,
((log(rX)/exp(rX))-(rX/rA)),0.852941176,0.775153509,4,5,9,
((exp(-xX))^2+(xX+(rA/rX))),0.852941176,0.775153509,4,6,9,
(((rA)^2)^2/(exp(rX)*log(rX))),0.852941176,0.775153509,3,6,9,
(xX*((rX-rA)-rA)),0.852941176,0.775153509,4,3,7,
(((rA*xX))^2*exp(sqrt(rB))),0.852941176,0.747894737,3,5,8,
(exp(-sqrt(rB))/((rA*xX))^2),0.852941176,0.747894737,3,6,8,
(((rX/rA))^2+(exp(rA))^-1),0.852941176,0.775153509,3,6,9,
(((rA)^2/rX)/log((rA+rX))),0.852941176,0.775153509,4,5,9,
(exp((rA)^2)/(exp(rX))^2),0.852941176,0.775153509,2,5,7,
(exp((rA)^2)/((rA/xX)-rB)),0.852941176,0.74997807,4,5,9,
(sqrt(rA)/((rX/rA)-sqrt(xX))),0.852941176,0.775153509,4,5,9,
(((rA-rX)*sqrt(rX))/log(rX)),0.852941176,0.775153509,4,5,9,
(exp((rX/rA))*log((rA*xX))),0.852941176,0.775153509,4,5,9,
(exp((rX/rA))/sqrt((rX*xX))),0.852941176,0.775153509,4,5,9,
(exp((rX-rA))/(rA+rB)),0.852941176,0.74997807,4,4,8,
(exp((rX/rA))*exp(-(rX*xX))),0.852941176,0.775153509,4,6,9,
(exp((rA*xX))/exp(-(rA/rX))),0.852941176,0.775153509,4,6,9,
((sqrt(xX)-xX)+sqrt((rA/rX))),0.852941176,0.775153509,4,5,9,
((exp(rX)/(rA)^2)/sqrt(exp(xX))),0.852941176,0.775153509,3,6,9,
(((rA/rX)-sqrt(xX))/log(xX)),0.852941176,0.775153509,4,5,9,
(exp((rX-rA))/exp(-(rX)^-1)),0.852941176,0.775153509,3,7,9,
(((rA)^2*(rA/rX))/exp(rX)),0.852941176,0.775153509,4,5,9,
(sqrt(rX)*exp((rA-rX))),0.852941176,0.775153509,3,4,7,
(exp((rX/rA))+exp(-(xX/rB))),0.852941176,0.775153509,4,6,9,
((rA-rX)/exp(rA)),0.852941176,0.775153509,3,3,6,
((exp(rA))^2/((rB)^2-(rX)^2)),0.852941176,0.74997807,3,6,9,
(exp((rX/rA))+exp(-(rX/xX))),0.852941176,0.775153509,4,6,9,
(((rA/rX))^2/(xX*log(xX))),0.852941176,0.775153509,4,5,9,
(((xX)^2*log(rX))-(rX/rA)),0.852941176,0.775153509,4,5,9,
(exp((rX-rA))/sqrt(rA)),0.852941176,0.775153509,3,4,7,
(((rA/rX))^2-(xX)^2),0.852941176,0.775153509,3,4,7,
(exp(rX)/(rA)^2),0.852941176,0.775153509,2,3,5,
((rX/rA)+(sqrt(xX)/exp(xX))),0.852941176,0.775153509,4,5,9,
((exp(-rA)-exp(-xX))/sqrt(log(rX))),0.852941176,0.775153509,3,8,9,
((exp(rA))^2*(sqrt(xX)/(rX)^2)),0.852941176,0.775153509,3,6,9,
(exp(-(xX/rA))-exp((rX/rA))),0.852941176,0.775153509,4,6,9,
(((rX/rA))^2*(rX/exp(rA))),0.852941176,0.775153509,4,5,9,
(((rX/rA))^2+(exp(rX))^-1),0.852941176,0.775153509,3,6,9,
(((rX-rA)-rA)/sqrt(exp(rX))),0.852941176,0.775153509,4,5,9,
(exp((rX/rA))+exp((xX/rX))),0.852941176,0.775153509,4,5,9,
(((rA)^2/log(rX))/sqrt(exp(xX))),0.852941176,0.775153509,3,6,9,
(exp((rB-rA))+exp((rX/rA))),0.852941176,0.766754386,4,5,9,
(xX+((rX/rA)*exp(-xX))),0.852941176,0.775153509,4,5,8,
(((rA)^2)^2/((rX)^2*exp(rX))),0.852941176,0.775153509,3,6,9,
((xX+(rA/rX))/exp(sqrt(xX))),0.852941176,0.775153509,4,5,9,
((rA-rX)/(exp(-rA)-exp(-xX))),0.852941176,0.775153509,4,7,9,
(exp(xX)+exp((rX/rA))),0.852941176,0.775153509,3,4,7,
(sqrt(exp(-xX))-(rX/rA)),0.852941176,0.775153509,3,5,7,
exp(((rX-rA)/exp(rA))),0.852941176,0.775153509,3,4,7,
(log((rA/rX))/((rA*xX))^2),0.852941176,0.775153509,4,5,9,
(((rX/rA))^2+sqrt(exp(-rX))),0.852941176,0.775153509,3,6,8,
(exp(rA)*(exp(xX)/rX)),0.852941176,0.775153509,3,4,7,
((rA/rX)*sqrt((rA*xX))),0.852941176,0.775153509,4,4,8,
((exp(-rA)-exp(xX))/(rX/rA)),0.852941176,0.775153509,4,6,9,
(exp(xX)/((xX)^2+(rA/rX))),0.852941176,0.775153509,4,5,9,
(((rX)^2*exp(rX))/((rA)^2)^2),0.852941176,0.775153509,3,6,9,
((sqrt(rA)/rX)/exp((rA-rX))),0.852941176,0.775153509,4,5,9,
(((rX-rA)/xX)-(rA+rX)),0.852941176,0.775153509,5,4,9,
(((rA/rX))^2-(xX/exp(xX))),0.852941176,0.775153509,4,5,9,
((sqrt(rX)/rA)/exp((rA-rX))),0.852941176,0.775153509,4,5,9,
((rX/rA)+sqrt(exp(xX))),0.852941176,0.775153509,3,4,7,
(((rX-rA)/rA)+(exp(-rX))^2),0.852941176,0.775153509,4,6,9,
(((rX/rA)*exp(xX))-sqrt(xX)),0.852941176,0.775153509,4,5,9,
(((rX/rA))^2-(xX*log(rA))),0.852941176,0.775153509,4,5,9,
(((rA/rX))^2+((xX)^2-xX)),0.852941176,0.775153509,4,5,9,
((rX)^2/(exp(rA)-exp(xX))),0.852941176,0.775153509,3,5,8,
((rX/rA)/sqrt((rA*xX))),0.852941176,0.775153509,4,4,8,
(((rX-rA)-(rA-rX))-rA),0.852941176,0.775153509,5,4,9,
(exp(rA)/((rA*xX)-rX)),0.852941176,0.775153509,4,4,8,
(((rA/rX))^2-(exp(-rX))^2),0.852941176,0.775153509,3,6,8,
(exp((rA/rX))-exp((xX)^2)),0.852941176,0.775153509,3,5,8,
((rB+rX)*(exp(-rA)-exp(-rX))),0.852941176,0.775153509,4,7,9,
(((rX/rA)*sqrt(xX))-xX),0.852941176,0.775153509,4,4,8,
((exp(rX)+exp(xX))/exp(rA)),0.852941176,0.775153509,3,5,8,
(log((rA/rX))*sqrt(sqrt(xX))),0.852941176,0.775153509,3,5,8,
((rX/exp(rA))*sqrt(sqrt(rA))),0.852941176,0.775153509,3,5,8,
(((rA-rX)*exp(xX))/rX),0.852941176,0.775153509,4,4,8,
((exp(rX)/xX)/(exp(rA))^2),0.852941176,0.775153509,3,5,8,
((rX/(rA)^2)*sqrt(exp(rX))),0.852941176,0.775153509,3,5,8,
(((rX/rA))^2+(exp(-rX))^2),0.852941176,0.775153509,3,6,8,
(sqrt(exp(rA))/(rX*sqrt(xX))),0.852941176,0.775153509,3,5,8,
(exp((rA)^-1)/exp(-sqrt(rX))),0.852941176,0.775153509,2,7,8,
(((xX)^2+(rX/rA)))^-1,0.852941176,0.775153509,3,5,8,
((rX/rA)/exp((rA*xX))),0.852941176,0.775153509,4,4,8,
(exp((rX/rA))+exp(sqrt(xX))),0.852941176,0.775153509,3,5,8,
((xX)^2+((rA+rX)/rA)),0.852941176,0.775153509,4,4,8,
(exp(-xX)+exp((rA/rX))),0.852941176,0.775153509,3,5,7,
(((rX/rA)*exp(xX))-xX),0.852941176,0.775153509,4,4,8,
(((rX/rA))^2/sqrt((rA*xX))),0.852941176,0.775153509,4,5,9,
((log(rX)/exp(rA))-(rX/rA)),0.852941176,0.775153509,4,5,9,
((sqrt(rA)/rX)*exp(sqrt(rA))),0.852941176,0.775153509,3,5,8,
((xX*log(xX))-(rX/rA)),0.852941176,0.775153509,4,4,8,
(((rX-rA)/rA)+sqrt(exp(xX))),0.852941176,0.775153509,4,5,9,
((exp(rA))^2/((rX)^2*sqrt(rX))),0.852941176,0.775153509,3,6,9,
(((rX/rA))^2+(xX*(xX)^2)),0.852941176,0.775153509,4,5,9,
((exp(-rA)-exp(rX))/(rA*rX)),0.852941176,0.775153509,4,6,9,
((exp(xX)-exp(-rA))-(rX/rA)),0.852941176,0.775153509,4,6,9,
(log((rA/rX))*(sqrt(rX)/rA)),0.852941176,0.775153509,4,5,9,
((xX*log(rX))-((rX/rA))^2),0.852941176,0.775153509,4,5,9,
((rA)^2/(exp(-rA)-exp(rX))),0.852941176,0.775153509,3,6,8,
exp(((rA-rX)/exp(rA))),0.852941176,0.775153509,3,4,7,
(exp(-rA)+exp((rX/rA))),0.852941176,0.775153509,3,5,7,
((log(rX)/exp(rX))-(rA/rX)),0.852941176,0.775175439,4,5,9,
((exp(rA)-exp(-rB))-sqrt(exp(rX))),0.852941176,0.747872807,3,7,9,
(exp((rB/rA))*log((rB*xX))),0.852941176,0.775175439,4,5,9,
(exp(-(rB*xX))/((rA*xX))^2),0.852941176,0.775175439,4,6,9,
((rX)^2/((rA/xX)-rA)),0.852941176,0.775175439,4,4,8,
(xX*((rA+rB)+(rA+rX))),0.852941176,0.745811404,5,4,9,
(exp(sqrt(rX))*(exp(rA)/(rX)^2)),0.852941176,0.775175439,3,6,9,
(log((rA/rX))*sqrt((rA+rB))),0.852941176,0.775175439,4,5,9,
(((rA/xX)-rA)/(rX)^2),0.852941176,0.775175439,4,4,8,
((rA/log(xX))*exp((rB*xX))),0.852941176,0.745789474,4,5,9,
(exp((rA)^2)*(sqrt(rB)/(rX)^2)),0.852941176,0.745789474,3,6,9,
((exp(rA))^2*(sqrt(rB)/(rX)^2)),0.852941176,0.745789474,3,6,9,
((rX/exp(rA))/sqrt(sqrt(rB))),0.852941176,0.745789474,3,5,8,
((exp(rX)/(rA)^2)/exp(sqrt(rB))),0.852941176,0.745789474,3,6,9,
((exp(rA)/rX)*sqrt(sqrt(rB))),0.852941176,0.745789474,3,5,8,
(sqrt(exp(rB))*((rA)^2/exp(rX))),0.852941176,0.745789474,3,6,9,
((log(xX)/rA)/exp((rB*xX))),0.852941176,0.745789474,4,5,9,
(exp(sqrt(rB))*((rA)^2/exp(rX))),0.852941176,0.745789474,3,6,9,
((exp(rX)/(rA)^2)/sqrt(exp(rB))),0.852941176,0.745789474,3,6,9,
(((rB/rX)-(rX/rA))/rA),0.852941176,0.745789474,5,4,9,
((exp(-rA)/(rA+rB))/(xX)^2),0.852941176,0.745767544,4,6,9,
((rA+rB)*((xX)^2*exp(rA))),0.852941176,0.745767544,4,5,9,
((exp(-rA)/xX)/exp((rB*xX))),0.852941176,0.743662281,4,6,9,
((xX*exp(rA))*exp((rB*xX))),0.852941176,0.743662281,4,5,9,
((exp(rA))^2/((rA/xX)-rB)),0.852941176,0.741557018,4,5,9,
(exp((rA/rX))-exp(-(rB+rX))),0.852941176,0.775175439,4,6,9,
(sqrt((rA/rX))/(sqrt(xX)-xX)),0.852941176,0.775175439,4,5,9,
(log((rA/rX))/sqrt((rA+rB))),0.852941176,0.775175439,4,5,9,
(log((rA/rX))/(sqrt(xX)-xX)),0.852941176,0.775153509,4,5,9,
((exp(-xX)-exp(rX))/(rA*rX)),0.852941176,0.775153509,4,6,9,
((rA-rX)/((rX*xX)-rX)),0.852941176,0.775153509,5,4,9,
((rX/sqrt(rA))/exp((rX-rA))),0.852941176,0.775153509,4,5,9,
(((rA)^-1-(rX)^-1)/xX),0.852941176,0.775153509,3,6,9,
(sqrt(rA)*exp((rA-rX))),0.852941176,0.775153509,3,4,7,
((exp(rX))^2/exp((rA)^2)),0.852941176,0.775153509,2,5,7,
(((rA/rX))^2-sqrt(exp(xX))),0.852941176,0.775153509,3,5,8,
(((xX)^2/exp(xX))-(rA/rX)),0.852941176,0.775153509,4,5,9,
((rA/rX)+(log(rA)/exp(rX))),0.852941176,0.775153509,4,5,9,
(((rX/rA))^2*sqrt(sqrt(xX))),0.852941176,0.775153509,3,5,8,
(((rA)^2/(rX*xX))/exp(rX)),0.852941176,0.775153509,4,5,9,
(((rA)^2/rX)/sqrt(exp(rX))),0.852941176,0.775153509,3,5,8,
((xX*sqrt(xX))-((rX/rA))^2),0.852941176,0.775175439,4,5,9,
((log(rX)/rA)-(log(rA)/rX)),0.852941176,0.775153509,4,5,9,
((exp(rA)-exp(xX))/(rX)^2),0.852941176,0.775153509,3,5,8,
((rA/rX)+(log(rX)/exp(rX))),0.852941176,0.775153509,4,5,9,
(((rA-rX)/rA)+sqrt(exp(-xX))),0.852941176,0.775153509,4,6,9,
(exp(-(rB/xX))-exp((rX/rA))),0.852941176,0.775153509,4,6,9,
(((xX)^2*sqrt(xX))-(rA/rX)),0.852941176,0.775153509,4,5,9,
((rA-rX)/((rA*xX)-rX)),0.852941176,0.775153509,5,4,9,
(exp(-(rX)^-1)-exp((rX/rA))),0.852941176,0.775153509,3,7,9,
(((rX/rA))^2/sqrt(sqrt(rX))),0.852941176,0.775153509,3,5,8,
((exp(rA)/rX)*exp(sqrt(xX))),0.852941176,0.775153509,3,5,8,
(((rA/rX))^2*(rA*sqrt(rB))),0.852941176,0.747894737,4,5,9,
(exp((rX-rA))+exp(-(rA)^2)),0.852941176,0.775153509,3,6,8,
(((rX/rA))^2+sqrt(sqrt(xX))),0.852941176,0.775153509,3,5,8,
((log(xX))^-1-((rX/rA))^2),0.852941176,0.775153509,3,6,9,
((exp(-rA)-exp(rX))/(rA)^2),0.852941176,0.775153509,3,6,8,
(((rA-rX)/rA)/sqrt(sqrt(rA))),0.852941176,0.775153509,4,5,9,
((exp(rA)/rX)/sqrt(sqrt(rX))),0.852941176,0.775153509,3,5,8,
(((rA-rX)/rA)-(xX)^2),0.852941176,0.775153509,4,4,8,
((rA-rX)+(rX*sqrt(xX))),0.852941176,0.775153509,4,4,8,
(((rA/rX)+sqrt(xX))-xX),0.852941176,0.775153509,4,4,8,
(((rA-rX)*exp(xX))/rA),0.852941176,0.775153509,4,4,8,
(exp((xX)^2)*log((rA/rX))),0.852941176,0.775153509,3,5,8,
(((rA/rX))^2/sqrt(sqrt(xX))),0.852941176,0.775153509,3,5,8,
(log((rA/rX))*exp(sqrt(xX))),0.852941176,0.775153509,3,5,8,
((exp(rA)/(rX)^2)/xX),0.852941176,0.775153509,3,4,7,
(exp((rX/rA))/(rA*xX)),0.852941176,0.775153509,4,4,8,
((exp(-rA)-exp(xX))-(rA/rX)),0.852941176,0.775153509,4,6,9,
((exp(rA))^2*(xX/exp(rX))),0.852941176,0.775153509,3,5,8,
(((rX/rA))^2/(rA*xX)),0.852941176,0.775153509,4,4,8,
exp(((xX)^2+(rX/rA))),0.852941176,0.775153509,3,4,7,
(exp(-rX)+exp((rX/rA))),0.852941176,0.775153509,3,5,7,
((rA-rX)/((rX*xX)-rA)),0.852941176,0.775153509,5,4,9,
(((rA-rX)*sqrt(rX))/(rA)^2),0.852941176,0.775153509,4,5,9,
((rX/rA)+(xX-sqrt(xX))),0.852941176,0.775153509,4,4,8,
(((rA-rX)/(rA)^2)/sqrt(xX)),0.852941176,0.775153509,4,5,9,
((rA)^2/(exp(-rX)-exp(rX))),0.852941176,0.775153509,3,6,8,
(((rA-rX)*log(xX))/(rA)^2),0.852941176,0.775153509,4,5,9,
((rX/rA)/(exp(-rA)-exp(xX))),0.852941176,0.775153509,4,6,9,
(exp((rA-rX))-exp(-rA)),0.852941176,0.775153509,3,5,7,
(((rA)^2/xX)/((rA-rX))^2),0.852941176,0.775153509,4,5,9,
(((rX-rA)/sqrt(xX))-rA),0.852941176,0.775153509,4,4,8,
(exp(-(rX)^2)-exp((rA-rX))),0.852941176,0.775153509,3,6,8,
(log((rA/rX))/(rA*xX)),0.852941176,0.775153509,4,4,8,
(exp((rX-rA))/sqrt((rA+rX))),0.852941176,0.775153509,4,5,9,
(((rX/rA))^2/(rA*sqrt(rB))),0.852941176,0.747894737,4,5,9,
(exp(rA)/(exp(rX)+exp(xX))),0.852941176,0.775153509,3,5,8,
(((rA-rX)/(rX)^2)/xX),0.852941176,0.775153509,4,4,8,
(log((rA/rX))/(rX*xX)),0.852941176,0.775153509,4,4,8,
((exp(rA)/rX)+(exp(-rA)/rA)),0.852941176,0.775153509,4,6,9,
(exp((rX/rA))+exp(-sqrt(rA))),0.852941176,0.775153509,3,6,8,
((exp(xX))^-1-((rX/rA))^2),0.852941176,0.775153509,3,6,9,
(((rX/rA)*exp(rX))/(rA)^2),0.852941176,0.775153509,4,5,9,
(((rA-rX)/rA)/sqrt(rA)),0.852941176,0.775153509,4,4,8,
((exp(rA)/rX)/sqrt(sqrt(rA))),0.852941176,0.775153509,3,5,8,
(exp(-sqrt(rA))-exp((rA/rX))),0.852941176,0.775153509,3,6,8,
(exp((rA-rX))+exp(-(rA)^-1)),0.852941176,0.775153509,3,7,9,
(((rA/rX)-xX)+sqrt(sqrt(xX))),0.852941176,0.775153509,4,5,9,
((rA/rX)+(xX*log(xX))),0.852941176,0.775153509,4,4,8,
((rA/rX)+((xX)^2*log(rA))),0.852941176,0.775153509,4,5,9,
(((rA-rX)*sqrt(xX))/rA),0.852941176,0.775153509,4,4,8,
(((rX/rA))^2+sqrt(exp(-rA))),0.852941176,0.775153509,3,6,8,
((exp(rX)/(rA)^2)/exp(xX)),0.852941176,0.775153509,3,5,8,
(exp(-sqrt(xX))-exp((rX/rA))),0.852941176,0.775153509,3,6,8,
(((rX/rA))^2+(exp(-rA))^2),0.852941176,0.775153509,3,6,8,
(exp((rX/rA))+exp(-sqrt(rX))),0.852941176,0.775153509,3,6,8,
((exp(xX))^2*log((rA/rX))),0.852941176,0.775153509,3,5,8,
(((rX/rA))^2*sqrt(exp(xX))),0.852941176,0.775153509,3,5,8,
(exp((rA-rX))/exp(-sqrt(rA))),0.852941176,0.775153509,3,6,8,
((log(xX))^2-(rA/(rX*xX))),0.852941176,0.775153509,4,5,9,
(exp((rA-rX))-exp(-rX)),0.852941176,0.775153509,3,5,7,
(log((rA/rX))/sqrt((rX*xX))),0.852941176,0.775153509,4,5,9,
((xX+(rA/rX))*sqrt(sqrt(rX))),0.852941176,0.775153509,4,5,9,
(((rA/rX))^2/sqrt(exp(xX))),0.852941176,0.775153509,3,5,8,
(((rX/rA))^2/sqrt(sqrt(rA))),0.852941176,0.775153509,3,5,8,
((rA*rX)/(exp(-xX)-exp(rX))),0.852941176,0.775153509,4,6,9,
(exp((rX/rA))/sqrt((rA*xX))),0.852941176,0.775153509,4,5,9,
(((rA)^2*exp(xX))/exp(rX)),0.852941176,0.775153509,3,5,8,
((rA/rX)*exp((rA*xX))),0.852941176,0.775153509,4,4,8,
(((rA*rX)*exp(xX))/exp(rX)),0.852941176,0.775153509,4,5,9,
((rX/exp(rA))*log((rA/rX))),0.852941176,0.775153509,4,5,9,
((rA-rX)*(xX*exp(xX))),0.852941176,0.775153509,4,4,8,
((exp(rA)-exp(xX))/log(rX)),0.852941176,0.775153509,3,5,8,
((rA*(rA)^2)/((rA-rX))^2),0.852941176,0.775153509,4,5,9,
(((rA/rX))^2+sqrt(exp(-xX))),0.852941176,0.775153509,3,6,8,
(((xX)^2-(rX/rA))-xX),0.852941176,0.775153509,4,4,8,
(log((rA/rX))/sqrt(sqrt(rA))),0.852941176,0.775153509,3,5,8,
((rX/rA)+(xX/exp(rX))),0.852941176,0.775153509,4,4,8,
(exp((rX/rA))+exp(-(rX)^2)),0.852941176,0.775153509,3,6,8,
(((rA-rX)/rX)*sqrt(sqrt(xX))),0.852941176,0.775153509,4,5,9,
((exp(rA)+exp(xX))/sqrt(exp(rX))),0.852941176,0.775153509,3,6,9,
((exp(-rX)-exp(rX))/(rA)^2),0.852941176,0.775153509,3,6,8,
(exp((rX/rA))*sqrt(exp(xX))),0.852941176,0.775153509,3,5,8,
((rX/sqrt(rA))/exp(sqrt(rA))),0.852941176,0.775153509,3,5,8,
(exp((rX-rA))*exp(-sqrt(rA))),0.852941176,0.775153509,3,6,8,
(log((rA/rX))/sqrt(sqrt(rX))),0.852941176,0.775153509,3,5,8,
((rA*xX)*((rA/rX))^2),0.852941176,0.775153509,4,4,8,
(exp(-(rA+rX))-exp((rA/rX))),0.852941176,0.775153509,4,6,9,
((rX/rA)+(xX/exp(xX))),0.852941176,0.775153509,4,4,8,
(((xX)^2/exp(rA))-(rA/rX)),0.852941176,0.775153509,4,5,9,
(sqrt(sqrt(rX))*(exp(rX)/(rA)^2)),0.852941176,0.775153509,3,6,9,
(exp((rX/rA))+exp(-(rA)^2)),0.852941176,0.775153509,3,6,8,
(((rA/rX))^2+(xX*log(xX))),0.852941176,0.775153509,4,5,9,
((rX*(rA)^2)/((rA-rX))^2),0.852941176,0.775153509,4,5,9,
((exp(rX)/(rA)^2)/exp((xX)^2)),0.852941176,0.775153509,3,6,9,
((exp(rX)*log(rX))/((rA)^2)^2),0.852941176,0.775153509,3,6,9,
(((rX/rA))^2+(xX+sqrt(xX))),0.852941176,0.775153509,4,5,9,
((exp(rA)/rX)+(sqrt(xX)/rX)),0.852941176,0.775153509,4,5,9,
((log(rA)/exp(rA))-(rX/rA)),0.852941176,0.775153509,4,5,9,
((exp(rX)/(rA)^2)/sqrt(sqrt(xX))),0.852941176,0.775153509,3,6,9,
(exp((xX)^2)+exp((rX/rA))),0.852941176,0.775153509,3,5,8,
((exp(rX)/(rA)^2)/exp(sqrt(xX))),0.852941176,0.775153509,3,6,9,
(((rX/rA))^2/sqrt((rX*xX))),0.852941176,0.775153509,4,5,9,
(sqrt(exp(rX))-(log(rA)/sqrt(xX))),0.852941176,0.775153509,3,6,9,
(((rX/rA))^2/exp((rX*xX))),0.852941176,0.775153509,4,5,9,
((exp(-xX))^2-((rX/rA))^2),0.852941176,0.775153509,3,6,8,
(exp((rA/rX))+exp(-sqrt(xX))),0.852941176,0.775153509,3,6,8,
(((rA-rX)/(rA)^2)/xX),0.852941176,0.775153509,4,4,8,
((rX/rA)+(xX/exp(rA))),0.852941176,0.775153509,4,4,8,
((log(xX)/rA)*log((rA/rX))),0.852941176,0.775153509,4,5,9,
((rA-rX)*(xX+(xX)^2)),0.852941176,0.775153509,4,4,8,
((rX/exp(rA))*sqrt(sqrt(rX))),0.852941176,0.775153509,3,5,8,
((rX)^-1+(exp(rA)/rX)),0.852941176,0.775153509,3,5,8,
(((rA-rX)/log(rX))/xX),0.852941176,0.775153509,4,4,8,
(exp((rA/rX))-exp(-sqrt(rX))),0.852941176,0.775153509,3,6,8,
(exp((rA-rX))+exp((rX/rA))),0.852941176,0.775153509,4,5,9,
