Substance,Label,rp,f.e
Gd2NiO4,1,1.8129352833981918,0.6139985924999962
Cs2MnI4,0,1.8454954327511144,0.0819683199999996
Cs2MoS4,0,1.8758344873441506,-0.6282958749999992
Ni2FeS4,0,2.5628162100341214,4.403849280000003
Y2YbS4,0,2.243393523446328,4.126161394999999
Fe2GeS4,0,2.1951255242108587,4.833649256666666
Zn2TiO4,0,1.9730827642931563,2.60036551
Zn2ZrO4,0,2.0344333775567924,3.743927270000004
Pr2YbS4,0,2.0915686052347433,3.3311983575000017
Rb2WS4,0,1.8866863265758884,-1.8484376900000008
Rb2WSe4,0,1.9520864674925573,-1.546175390000002
Sc2ZnS4,0,2.300337033228316,4.266059881785712
Sm2ZnS4,0,2.0041967789296073,1.7480303367857148
Tb2YbS4,0,2.2108064840105888,3.961453507499998
Tm2ZnS4,0,2.0716622764124772,2.352760628035715
Yb2ZnS4,0,2.0812050187849773,2.775455535535717
Li2ZnBr4,0,2.2744423677442827,1.969236221874997
Na2ZnBr4,0,1.9836063804987978,1.2205459818750004
Dy2CaS4,0,2.209061596038127,4.263411230000001
Mn2GeO4,0,1.9300681176884467,0.786472323333335
Pr2EuSe4,0,2.285678367265953,3.6832081849999945
Li2NiF4,0,1.9508573862244756,1.6309385099999982
Fe2GeO4,0,1.9571482922184824,2.4766945433333376
Mg2SiO4,0,2.0728233910261578,1.9788634349999972
Ba2VO4,0,1.7093145414571573,-1.5928588999999995
Cs2MoSe4,0,1.9417865379689314,-0.0814771899999975
K2WS4,0,1.9010339841328772,-1.6423924499999991
Ho2MgSe4,0,2.1094150906555345,2.2030966624999966
Ho2YbS4,0,2.248439522252857,3.918481885
Li2ZnI4,0,2.3712065504915243,2.426775114999998
Rb2MnI4,0,1.8873542168925597,0.2465807999999985
In2MgO4,0,2.0069097480671894,3.2315081312499974
In2MnO4,0,2.1126660082399757,1.872990221250003
In2MnS4,0,2.3028326325834496,2.55346154375
In2MnSe4,0,2.358437814139181,2.275636350000001
In2ZnS4,0,2.223835116770253,3.6664531880357143
K2MoS4,0,1.9108590476450722,-0.4140656300000032
K2WSe4,0,1.966434125049546,-1.3322017000000024
La2PbS4,0,2.201164354399607,3.9450563824999954
La2PbSe4,0,2.247603137263818,3.7908249725
La2SrS4,0,2.190394111826036,4.0737779325000005
Ni2GeO4,0,2.215274211143078,4.629670358333335
Mn2GeSe4,0,2.2376304687139394,3.258171945000001
Mn2GeS4,0,2.168045349680823,3.969229746666665
Fe2TiO4,0,1.9536492448411271,2.191613900000004
Fe2GeSe4,0,2.2647106432439754,4.228627464999999
In2FeS4,0,2.2547043693006166,3.0049988337499998
Lu2FeS4,0,2.107150027864332,2.6784124249999923
Zn2GeO4,0,1.9720622342007923,2.803661493333337
Li2MoO4,0,1.951687235015458,0.3524051212500012
Sr2SiO4,0,1.9640633533718201,-0.6976754649999961
Sm2ZnO4,0,1.802797698300921,1.3489824325000015
Na2MoO4,0,1.7668077478712774,-1.724703928750003
Ag2MoO4,0,1.7528793473810653,0.9394042062499964
Zn2SnO4,0,2.012202401001617,3.86755737
Cs2ZnBr4,0,1.8002986555809994,-0.0195675381249991
Cs2MnBr4,0,1.754127994861346,1.146636109999999
Cs2CuBr4,0,1.8067682082019572,-0.0715078099999999
Cs2HgCl4,0,1.660474909783897,-0.2359187899999977
Co2TcO4,0,1.9868872684078056,3.6760069725000015
Co2TiO4,0,1.9730827642931563,2.9207693249999984
Co2VO4,0,1.968947307639972,2.5160923649999987
Co2RhS4,0,2.1956345159862707,5.096545050000003
La2CdS4,0,2.002056310376919,2.2701355824999983
Ho2CdS4,0,2.177044606420024,3.4023319200000035
Rb2BaBr4,0,1.890877943263359,1.0137543449999988
K2BaCl4,0,1.916488404835576,1.4254488500000022
Rb2BaCl4,0,1.8438533884533206,1.2088021300000005
Rb2CoCl4,0,1.7675945008446665,0.3537959499999985
Rb2ZnBr4,0,1.8335718014597269,0.1319494518749984
Ba2TiO4,0,1.6905854894951042,-1.7794421199999988
Ca2GeS4,0,2.064987349056402,2.343660696666665
Cs2ZnI4,0,1.8970628383282409,0.352812235
Ba2CrO4,0,1.7354360384112373,-1.2360707649999974
Ba2GeO4,0,1.755264243651587,-1.6251235566666686
Ba2GeS4,0,1.9932414756439636,0.3738501366666664
Ba2SiO4,0,1.94487191611824,-0.378614455000001
Ba2SiS4,0,2.2188042816839912,0.5900563649999988
Ba2TiS4,0,1.9133241770014104,-0.383019940000004
Cs2BeCl4,0,2.0694602456654088,0.8687276950000005
K2BeCl4,0,2.089835061697976,0.9720253549999996
Li2BeCl4,0,2.2447964430961336,2.144201005000001
Na2BeCl4,0,2.1372466121662383,1.5523248450000011
Co2SnO4,0,2.012202401001617,3.8034493150000017
Co2SiO4,0,2.0683595575845017,3.208877550000004
Co2RuO4,0,1.9772536688283893,3.365491655
Cs2CrO4,0,1.8448685660675435,-0.8634827650000005
Cs2WS4,0,1.8648120889638689,-1.870416764999998
Cs2WSe4,0,1.9302122298805378,-1.6344978999999995
Fe2CuO4,0,2.2607535399550236,3.819552747500001
Cu2GeO4,0,2.15238789231653,3.4443247983333336
Dy2YbS4,0,2.230141935319064,4.119369745000002
Er2MgSe4,0,2.1179504302251,2.1789428225
Er2ZnS4,0,2.0623878318560225,2.7821574492857097
La2EuSe4,0,2.2266604056981425,3.4543484724999978
Eu2SiO4,0,1.9655032495999885,-0.2540888149999958
Eu2ZnO4,0,1.8120039781576927,1.0054834137499995
Pr2EuS4,0,2.2388443535912517,3.824905912500004
K2CrO4,0,1.8643478963584323,-1.6041385549999987
In2CrS4,0,2.2727187561070963,2.4146656137500013
Gd2CrS4,0,2.0388326450203196,1.3906711074999922
Mn2CoO4,0,1.9300681176884467,0.605810505000008
Na2ZnCl4,0,1.9200914661047124,0.9626974549999988
Rb2ZnCl4,0,1.7700568870656415,-0.063887004999998
Cs2CoI4,0,1.8936105411644508,0.4858121299999993
Fe2CoO4,0,2.2831070889494707,2.4672154125000034
Co2GeO4,0,1.9720622342007923,3.445280188333335
Rb2CoI4,0,1.9273348431939263,0.7454215600000005
In2CoS4,0,2.2273071810776295,2.98610938375
Ni2CoS4,0,2.453251443135455,4.653618091666669
Cs2BaCl4,0,1.7331150605424712,0.5817588800000024
Cs2BaBr4,0,1.7801396153525095,0.6090233850000004
Cd2GeO4,0,1.8574208710745808,0.9497311933333314
Ca2SnS4,0,1.9749207688649322,2.60059697
Ce2CdS4,0,2.022640084170696,2.8504599325000037
Ce2CdSe4,0,2.074614845851141,2.7873158112500027
Cs2CdI4,0,1.806615905848124,0.2235674990000014
Dy2CdS4,0,2.161172276347217,3.610968449999996
Dy2CdSe4,0,2.213147038027662,3.5685611075000017
Dy2CdTe4,0,2.2946940000061438,3.443128022499999
Er2CdS4,0,2.1919040662223637,3.513678609999994
Er2CdSe4,0,2.243878827902808,3.273750772500001
Gd2CdS4,0,2.1281695048761904,3.552010452499994
Gd2CdSe4,0,2.180144266556635,3.6066107700000014
Gd2CdTe4,0,2.2616912285351165,3.684888719999997
Lu2CaO4,0,2.1221619334242017,5.171743633750003
La2CaS4,0,2.032755816569652,2.7787361425
Ho2CaS4,0,2.2266486653708766,4.64414363
Rb2CoBr4,0,1.8308959191241125,0.3659380599999995
Tl2BeF4,0,1.7992726073649652,0.679257513333333
Rh2BeO4,0,2.221745903910963,5.8176276825
Bi2EuTe4,0,2.3743685418725535,3.4367179399999976
Bi2YbTe4,0,2.2319864428758116,3.411547970000001
Cs2CdBr4,0,1.7212137782619754,-0.2256140150000014
Cs2CoBr4,0,1.797171617094637,0.3034821299999972
K2CoBr4,0,1.8530162208895784,1.0280096699999994
Tl2CoBr4,0,1.841538793870624,0.4264120399999971
Yb2CaS4,0,2.277476455619826,4.083414606249997
Ca2SiS4,0,2.2596705677145716,2.235883515000001
Eu2CuO4,0,1.8096741467825672,0.3136117362499995
Pr2CaS4,0,2.075869237248891,3.4190270425000038
Sm2PdO4,0,1.8530649769411565,1.9648269324999976
Nd2PdO4,0,1.8227058692276914,2.175194293749998
La2PdO4,0,1.776078529839881,1.6384036537499984
Gd2CuO4,0,1.8197105477236195,1.001458377499997
Gd2PdO4,0,1.8794284674040482,2.9964557550000013
Y2CuO4,0,1.845985278489171,1.5229279199999972
Tm2CuO4,0,1.8663694299691047,1.6349389712499978
Sm2CuO4,0,1.8007150040950701,0.9854690349999976
In2CuO4,0,2.0144572799082185,3.0799509037499995
Ho2CuO4,0,1.8485698736102778,1.7121356187500003
Cr2BeO4,0,2.2992298052348112,4.822935619999999
Cs2BeF4,0,1.7830853125635826,0.777900118333335
K2BeF4,0,1.8034601285961498,0.4599350283333336
Rb2BeF4,0,1.7953895712203436,0.6177818783333322
Nd2CaS4,0,2.095799812496924,3.388819005
Yb2CaO4,0,2.1042264156146953,2.5864123524999965
NaPrTiO4,1,1.7714067879496402,-0.9538977162500012
NaSmTiO4,1,1.7814204668998768,-0.8064394987500023
NaTmTiO4,1,1.7999029651350629,-0.2895258256249988
NaYTiO4,1,1.7943925340976052,-0.5423732562499985
SrNdNiO4,1,1.76298367004907,-0.9290180906250036
EuTbCuO4,1,1.8193179853258499,0.6851487337500011
SrEuAlO4,1,1.811549373471526,-0.3870274181250082
EuSmAlO4,1,1.8112306068664503,-0.7444868037500036
EuPrAlO4,1,1.8039602596440099,-0.4264648212500006
SrGdCrO4,1,1.7677563325174281,-0.2751355700000104
SrNdCrO4,1,1.7561604027726259,-0.2857608506250031
SrGdNiO4,1,1.7740208429174125,4.410872909999998
SrLaScO4,1,1.71877839064839,0.0778520150000012
SrPrCrO4,1,1.7529901861447346,-0.4207406687499961
SrLaVO4,1,1.7357952466991322,-0.683491815625004
NaNdTiO4,1,1.7747498054570228,-1.023072628125
CaYbInSe4,0,2.091716967809301,1.9347534243750035
CaHoAlO4,1,1.8434111250730902,-0.1199629268750008
SrEuCrO4,1,1.76499282438539,-1.0653709656250037
SrSmAlO4,1,1.8096485043555182,-0.3640061737499955
CaNdCoO4,1,1.7860812392770296,-0.4740106106249939
CaPrCoO4,1,1.7824158356114665,-0.603248008749997
SrLaCoO4,1,1.748219613728969,-1.023901540624994
CaSmCoO4,1,1.793400728974135,-0.5707407112499965
SrPrAlO4,1,1.8024662744420288,-0.4674866912499951
SrEuVO4,1,1.7511695298621943,-1.498606480000003
SrTbCrO4,1,1.7703471404179056,-0.1614070281250086
SrSmCrO4,1,1.7624809675545678,-0.4580233012499946
SrTbFeO4,1,1.7609823826328577,-0.0831388481249959
SrTbVO4,1,1.7622828984765262,-0.1348327031250065
LaAgTiO4,1,1.756207470375595,-0.1640200656249959
CaDyAlO4,1,1.84122179060289,-0.0483046287499995
SrPrVO4,1,1.7434861281141998,-0.5171969737499964
SrCeAlO4,1,1.799967425273286,-0.4001949831250009
EuGdAlO4,1,1.8152724910439364,-0.3664590924999977
EuLaAlO4,1,1.7985211170453264,-0.4973257931250003
EuNdAlO4,1,1.8063885935392399,-0.4447730831250034
SrLaGaO4,1,1.7436633693400942,-0.4832230506250052
SrNdGaO4,1,1.7541030557045274,-0.0529653306249944
NaDyTiO4,1,1.7925141211996665,-0.528971033750004
KLaTiO4,1,1.7125667576251735,-1.289652473124999
SrGdCoO4,1,1.7697333963684279,-0.7318636099999978
SrNdCoO4,1,1.7583252518564552,-0.7848141406249951
SrSmCoO4,1,1.7645434610054025,-0.8737254212500005
SrDyCrO4,1,1.77297702175976,-0.0318331762499966
SrCeVO4,1,1.739910169971071,-0.5331168056249957
BaLaScO4,1,1.6785605992285082,-0.0948108249999997
BaLaMnO4,1,1.7039335634771655,-0.5846533731249934
BaLaFeO4,1,1.7039335634771655,-0.654897580624997
CaLaAlO4,1,1.817091132217526,-0.389251053124994
CaNdAlO4,1,1.8262156921700747,-0.1390941431249963
CaSmAlO4,1,1.8318459553750035,-0.2523388137499971
BaSrPbO4,1,1.6549094248463376,-0.8035412400000013
NaLaTiO4,1,1.763924772113523,-1.2390752781249963
SrPrGaO4,1,1.750881081293102,-0.1693192387500044
LaNdCuO4,1,1.7614811921152933,0.5855813362500015
SrGdVO4,1,1.7594771745925006,-0.226593685000001
NdTbCuO4,1,1.8029280315393583,0.9468991987499996
SrEuCoO4,1,1.7670146406649938,-1.0438948856250043
PrTbCuO4,1,1.7970654783019766,0.9888087206249984
CaLaFeO4,1,1.7631478410433954,-0.2388061106249992
CaLaCrO4,1,1.7723158454412231,-0.258476630625001
SrLaAlO4,1,1.797091951851629,-0.6448793131250028
SrNdAlO4,1,1.804865362958965,-0.321620483125006
GdLaCuO4,1,1.7798588033327538,0.5531150368749991
CeEuAlO4,1,1.8014311518132287,-0.3109418431250041
DySmCuO4,1,1.8193179853258499,1.070966680000005
SrLaMnO4,1,1.734079244618477,-0.5815694531249918
SmTbCuO4,1,1.814648407514575,1.0661782381250011
CaYCrO4,1,1.8063025420886731,0.2984832912499975
CaCeMnO4,1,1.894875875424097,0.2114671600000051
BaSrSnO4,1,1.6708404402105377,-1.0634615899999993
CaPrAlO4,1,1.8233962077191856,-0.2504974412499976
CaYAlO4,1,1.842810855260467,-0.0786252812499981
DyEuCuO4,1,1.8240640779951487,0.7804039956249902
DyNdCuO4,1,1.807407412094738,0.9468769106249936
DyPrCuO4,1,1.8014507234995503,1.0714502324999948
EuLaCuO4,1,1.7754745294356287,0.2431159612500018
NaLuTiO4,1,1.8048313032031071,-0.2212803131249998
SrPrScO4,1,1.7291998541674278,0.4339365468750067
SrPrNiO4,1,1.7599662122235933,-1.166611118749998
SrNdVO4,1,1.7469193245734087,-0.5682500656249978
KRbMnF4,1,1.5383603312225165,-0.259308254999997
SrGdFeO4,1,1.7581326480653483,-0.2590706099999984
SrPrFeO4,1,1.7418907654698037,-0.3388313087499952
SrLaCrO4,1,1.7458884194864972,-0.7545976606249987
CaGdAlO4,1,1.8365542429920907,-0.2573308525000009
CaEuAlO4,1,1.8340867743248306,-0.2057340581250031
CaErAlO4,1,1.845429457206551,-0.0020797418749971
KRbCuF4,1,1.5605750685841602,-0.628189824999998
SrGdAlO4,1,1.8136406818596353,-0.4177719825000032
LiMgAsO4,0,2.0029127240172193,0.8785474499999957
NaBaVO4,0,1.7689743386102805,-1.7605689750000018
NaBaAsO4,0,1.8598057273452762,-1.882663945000001
KCaAsO4,0,1.8581232831262424,-1.612759790000002
CaNaAsO4,0,1.8890823991325427,-1.6224150349999995
CdNaAsO4,0,1.899133419374474,-0.6502302850000028
KSrAsO4,0,1.8480336946150755,-2.178955110000004
GdNaGeO4,0,1.829251154420679,-0.8847140641666691
HoNaGeO4,0,1.835473736682389,-0.6744329985416648
LiInGeO4,0,1.9571482922184824,1.4473892339583294
LiScGeO4,0,1.975947807507524,1.041337611458328
LiMnAsO4,0,1.9840316274865741,0.2100404699999956
NaSrAsO4,0,1.8747220730076668,-1.9179001850000008
MnScGaS4,0,2.181849374075744,3.2761087937500037
FeMnSiO4,0,2.051906103979999,1.3442468850000076
MnNaAsO4,0,1.919432785035145,-0.6893208549999983
RbBaVO4,0,1.7315265409975777,-2.074346239999993
LiNaBeF4,0,1.8927840388747947,0.8759494683333351
CaLaGaO4,0,1.770522256343853,-0.0568935306249951
CaYGaO4,0,1.805063828665301,0.4961377912500015
CaYbInS4,0,2.0350787843643836,2.7680648975000004
KCaVO4,0,1.7666558096203455,-1.3118316399999903
CaMgSiO4,0,2.0201904054455952,0.9574832549999996
CaMnSiO4,0,2.0105788899106845,0.2937831450000026
CoMnGeO4,0,1.9500495416608712,2.156842810833336
CoMnGeS4,0,2.188026773653248,3.883173056666673
ErNaGeO4,0,1.837303955526728,-0.6623619235416633
EuNaGeO4,0,1.8270101170640252,-0.8597889897916673
FeMnGeO4,0,1.943176139716388,1.6266529133333345
NaSrVO4,0,1.789530134428584,-1.7826923650000026
NaTmGeO4,0,1.8391581823368255,-0.5567255522916703
LiYGeO4,0,1.9075818952302805,0.115676982083329
LuNaGeO4,0,1.8429403561318223,-0.4665748897916693
MgMnGeO4,0,1.9535701385014894,1.5293678733333316
MnNiGeS4,0,2.2759582499907407,3.692888265000001
MnZnGeO4,0,1.9500495416608712,1.7559482333333385
NaSmGeO4,0,1.824974086293485,-0.9504971154166632
NaTbGeO4,0,1.8313531143709618,-0.6325413922916638
NaYGeO4,0,1.834929290653411,-0.737544222916668
MgMnSiO4,0,2.057826502006401,1.366045234999998
NaYbGeO4,0,1.8410368388566332,-1.5146460704166709
LiInSiO4,0,2.059864610211167,1.4832836356249963
LiScSiO4,0,2.070572771287161,0.6817319531249986
LiTmSiO4,0,2.035404560804652,0.223520024374995
LuNaSiO4,0,1.9948120300265264,-0.3812926181249985
PrGdCuO4,0,1.79274911066689,0.8858585187499983
SmGdCuO4,0,1.8100537086285906,0.86090680625
SmPrCuO4,0,1.7839716704349433,0.7218955674999954
NdGaCuO4,0,2.055356080211653,3.322164811875
EuPrCuO4,0,1.7881491087863721,0.2323505731250001
EuNdCuO4,0,1.7938218244213817,0.3730836512499991
EuGdCuO4,0,1.814648407514575,0.5609833818749976
Rb2MnI2Cl2,1,1.813527355652416,-0.1132333799999969
Rb2MnBr2Cl2,1,1.7662988635041064,0.1305074350000019
Li2MnBr2Cl2,0,2.320929493733161,1.3046579549999997
Sr2NiO2Cl2,0,1.8025828387513636,-0.7079581374999968
Tb2CuO4,1,1.829293973880073,1.353311621250004
K2CuF4,1,1.5715949701352627,-0.6110485150000002
Cs2CdF4,1,1.468060041962683,-0.242129349999999
Sr2TcO4,1,1.7157008411729255,-0.8936244724999973
Rb2CrCl4,1,1.7450431268207987,-0.0019912399999988
Rb2CdF4,1,1.522897540420593,-0.3253223200000015
Sr2ZrO4,1,1.6965136759077044,-0.4547523300000016
Yb2ZnSe4,0,2.1400945977643495,2.428106883750001
Sm2MnO4,0,1.836353278257469,-0.3984423474999978
Mg2GeSe4,0,2.287461402812293,3.798642205
Fe2NiO4,0,2.206969001922064,2.580389472500002
